,Post_Title,Author,Date,Post_Content,Comment_Number,Net_Likes,Views
102,Peugeot e-Traveller / Citroen e-SpaceTourer / Vauxhall Vivaro-e Life / Toyota PROACE Electric - Differences,77788,"Jul 8, 2020","If you are in the market for a 7-seater EV the choices are very limited. Obviously the four cousins (or 5 with the Opel) are all essentially the same but with small differences. They look very slightly different but what about equipment?

I know we do not know the prices for the UK currently but what are the spec differences that make one more compelling than another for you?

Details on the Toyota are thin at this point (July 2020) but it seems to have a longer battery warranty but what else is pushing you to pick one over another?

All The Mid-Size PSA Group Electric Vans (Commercial And Passenger)

The market launch of the Citroën ë-SpaceTourer in Europe is scheduled for the second half of 2020.
Citroën ë-SpaceTourer :


up to 143 miles ( 230 km) of WLTP range with 50 kWh battery (18 modules)
up to 205 miles (330 km) of WLTP range with 75 kWh battery (27 modules)
3 lengths (XS: 4.60 m - M: 4.95 m - XL: 5.30 m), interior layout possibilities that can accommodate from 5 up to 9 people
top speed of 130 km/h (81 mph)
front-wheel drive
100 kW and 260 Nm electric motor
on-board charger: single-phase 7.4 kW or three-phase 11 kW
DC fast charging (by 80% SOC) in about 30 minutes (50 kWh) or about 45 minutes (75 kWh) using 100 kW charger
battery warranty (70% capacity): eight-year/160,000 km (100,000 miles).
Built on the EMP2 modular platform















",52.0,0,14186
103,"Peugeot Ion Battery charge question, not sure where I should be posting as new here",112096,"Jul 6, 2022","Hello all, 

I purchased a 2014 Peugeot Ion the other week with only 4,000kms on the clock, it is in pristine condition. I dearly love it and it is perfect for our needs.

the problem we found on day one (after an overnight charge on the house socket charging at 8amps) is it will not charge fully (I only get an 80% reading) and the yellow car with exclamation mark warning light lights up intermittently on the dash, sometimes while charging, sometimes while driving. Because we had only just bought it, the person we bought it from (trader) paid Peugeot to run a diagnostics test and the resulting problem and cure for them seems to be a complete battery pack replacement at a cost of 16,000 Euros. 

I am returning to the seller next week and he has the codes from the diagnostics. (seeing he paid the bill)

So, I am here to pick your brains if I may. 

I'm not going to even enter into a discussion on the battery replacement with the seller as it is way way way more than the cost of the car, so that is out, but, when charged, the car still allows 81kms of range which we can at a stretch work for us but the top 3 bars if they illuminated then those extra kms would have been such a cherry on the cake. 

I know this may all be a moot point as I am yet to find out the fault codes but I wanted to ask here if I should re consider walking back and handing the keys back to the seller and walking away from the deal which is right now my only sensible option right? right?

I'm not sure if anyone has had the fault of not having the battery indicate anymore charge than 80%, I haven't as yet been able to find anything in this realm online. 

I have seen people online suggesting all sorts from the ability to replace individual cells within the battery pack once the failed ones have been discovered (if that indeed is the problem in my case) 

I'm sorry if this all seems like a random waffle but I'm just wanting to see if there are any opinions out there giving me another angle to think about. for example.. if the batteries are just deteriorated but not in the area of just giving up completely while driving but will continue to charge to 80% for many years to come (of course i understand this can only be an assumption as with any vehicle) then I would consider going back to the seller and asking for some price reduction or such like. 

I don't know batteries but if this helps, this ION i bought was part of a fleet which had the lowest mileage, (the highest was over 130,000 kms) my simple assumption was this must have been kept near the head office and only used rarely but was it left on charge all the time and was it left on charge on a fast charger and is that why the battery won't now charge past 80%

If you got here on this, my first foray into forums then thank you for reading this. I'm happy to answer any questions but as you can see from above I have not fully elaborated on everything, If I did this would probably have a hardback cover and need to be in print. hahaha. 

Thank you all for your time and I hope someone can help.

Much love all, Simon",21.0,0,1253
104,"2011 Peugeot Ion: stiff gear changing, won't go into Park",84080,"Aug 1, 2021","Help!

My 2011 Peugeot Ion has been getting really difficult/stiff to change gear, particularly when changing into Park after I've been driving. When it does this, I have to reepeatedly shift down to B or C and back to Park and it usually goes in the 4th or 5th time. When it's working, it seems just fine and then I parkit and it goes again.

Up until now it was just intermittent, maybe 5% of the time or less, then it would go back to normal, but now it won't go back into Park at all. It's currently stuck by the side of the road a few miles from home.

Transmission fluid? If so, anyone have a guide on how to change it?",5.0,0,1514
105,My Peugeot App v1.37.0 (IOS) just appeared in updates,94315,"Oct 24, 2022","As Subject:

good luck!",38.0,0,2709
106,"New Peugeot e-2008 available to order from £28,150",77788,"Dec 29, 2019","Peugeot dealers can now accept orders for the brand's newest small SUV, the 2008.
The new model is offered with a range of petrol and diesel engines, plus an all-electric version called the e-2008.
Prices for the 2008 start at £20,150 with deliveries commencing in February 2020, while the e-2008 will be available from £28,150, with deliveries starting from late April 2020.
The e-2008 has 136PS.
With a 50kWh battery, the e-2008 can cover 206 miles on a single charge and recharge in less than one hour using a 100kW rapid charger.
Active trim comes with 16-inch alloy wheels, electric and heated door mirrors and Peugeot i-Cockpit with a 3.5-inch instrument panel display. The e-2008 Active also comes with pre-heating functionality and electric parking brake for added convenience. Active Safety Braking is standard for all trim levels and across all powertrain options.

https://www.am-online.com/news/new-...ew-peugeot-2008-and-e-2008-available-to-order",10.0,0,3154
107,ELECTRIC Peugeot 107/C1 EV'IE 58 REG 15000 miles,491,"Jun 15, 2014","














This is a super little electric car that was developed by The Electric Car Corporation. The model was first released in 2009.
The Citroen C1 EVIE's body and fittings are essentially identical to a standard C1. Differences for the electric model include a fixed-ratio transmission and regenerative braking (with ABS). A standard 5-speed gearbox is used but fixed into 3rd gear. The regenerative braking is automatically applied as soon as the accelerator is released.
The range is about 40 miles careful driving in the winter and up to about 50 in the summer, The car is MOT'd and taxed till Jan 15.
Please note - This was the original car used to develop the C1 EV'IE and is actually registered as a Peugeot 107.
I'm looking for £3995.
If you need more information http://www.theelectriccarcorporation.co.uk/index.php or contact me on 01761 463139.",2.0,0,5435
108,2015 Peugeot ION - What Battery SOH should I expect?,84128,"Feb 24, 2020","Went to look at a couple of ION's at the weekend, and have subsequently ordered the OBDLink LX. What sort of SOH should I expect to find?

The car is almost 5yrs old and looks to be in a well cared for condition. It's only had two Peugeot dealer stamps as 14k miles and then again at 28k miles so I'm assuming that the warranty will have lapsed if the services hasn't been completed annually?

Thanks",2.0,0,1677
109,My Peugeot iOn arrived :) - blown fuse means no charge,5159,"May 2, 2016","My 2012 iOn finally arrived in Malta today after a rather interesting trip from the UK - long story LOL

However I just found something weird on the tonight - I was changing out the interior light to a much brighter LED one and accidentally blew the fuse. Didn't bother much as I was going to pick one up tomorrow but then I found out the car wouldn't charge.

Replaced the fuse and the car starts charging - no mention of this in the handbook!

So the info is there in case anyone else can't work out why there car won't charge as well as the interior light not working.",2.0,4,3090
110,Show off your Peugeot e-208,119776,"Apr 18, 2023","It would be nice to see everyone’s e-208, especially if you’ve modified it, not a problem if you haven’t. 

Here’s my e-208 GT (2021) before I have it dechromed this Saturday. I’ll post updated pics of the transformation next week.










The front badge will be gloss black and the ridiculous ‘208’ emblem will removed as it has no relation to the e-208.

The rear badge will be gloss black. I’m thinking about plasti dipping the Peugeot lettering in Matt black but my sprayer guy said it will peel off so I might completely remove the lettering. Same problem with all the lettering on the boot lid actually. We could remove all of them to spray on another surface and then stick them back on, it’s a race against time as the sprayer works with his van onsite at the customers location. 

All 4 diamond cut alloys and the trims will be sprayed gloss black.

Thanks for looking!",10.0,1,955
111,Will Peugeot get their own Vehicle Specific forum?,2658,"Mar 7, 2019",Now that they are releasing the e-208?,0.0,0,572
112,2011 Peugeot Expert Teepee ex AA not moving!,29881,"Jun 26, 2017",Hi Guys we run 2 Renault Zoe's which are great - but on the strength of those have just aquired a Peugeot Expert Teepee Van (ex AA) but have problems. The 415v vehicle charges and shows a charge on the screen BUT doesnt seem to move AT ALL - Am I missing something?? I have gone back to the converters ALLIED but they simply arent interested. Just who can I try?? any mobile units out there?,5.0,0,1613
113,My Peugeot app deffered charging query on e2008,92740,"Apr 8, 2021","Every time I hook up my e2008 to a Chargeplace Scotland Post with the CYC app, My Peugeot app switches to deferred charge and greys out the icon switch in the app so I can't switch it off. Anyone have any ideas?",13.0,0,4124
114,ONTO Peugeot e-2008,74132,"May 22, 2021","





",7.0,0,3327
115,“Your Peugeot 208 monthly health report”,94315,"Mar 10, 2023","Pretty sure I’ve never had one of these before - does everyone else get these emailed?

tells me absolutely nothing!",4.0,0,647
116,Allied Peugeot Partner Teepee spec info,28329,"Jun 8, 2017","Hello everyone!
Just joined the forum today.
Just purchased a second hand 2011 Peugeot Partner Teepee S HDI this morning for our business.
Very excited but rather anxious as I have never owned EVs before...
Never realised how difficult it is to insure a converted EVs! I have so far managed to get ONLY ONE insurance quote from Adrian Flux for £700 fully comp which is much higher than what I'm used to paying for a car insurance (currently paying £250 for fully comp)
I'm trying to get another quote from Graham Sykes but before they can quote me, they are asking for some technical specs for the car. I've searched online but no luck so far....
Does anyone know;
1. Peak power
2. 2min rating
3.Continuous power rating
for the 2011 Peugeot Partner Teepee S HDI?

Your input is much appreciated
Thank you in advance",0.0,0,1584
117,New Peugeot 208 spied,70078,"Sep 5, 2018","Peugeot’s new Ford Fiesta rival will launch next year, with an electric version due to arrive soon after the standard car.

New Peugeot 208 spied with production body for 2019 | Autocar",2.0,1,1106
118,Spotted: Peugeot iOn in Wolverton MK.,1,"Feb 21, 2014","Spotted a silver iOn driving around Wolverton this morning, wondered if it's someone on here or someone knows who it is?

Nice to see another EV out and about regardless, other than the usual bevy of LEAFs I spot day to day (which is great in itself, of course).",0.0,0,995
119,New Peugeot Ion owner questions,2415,"Apr 29, 2015","I have recently bought a low mileage Ion and noticed a gap in my repair kit storage area under the rear seat. I have a compressor and the inflation pack but there is am empty slot in the polystyrene next to it that looks like it is missing a tool, am I right? 

Also my rear passenger airbag warning lights stay on for about 30 secs with the sos light flashing. Is this normal as the front seat warning light goes off much quicker? (With no passengers I should add, plus nothing sitting on the seats to activate anything).

Lastly, I have no speakers inside the rear door speaker recesses, do you think mine been removed?",8.0,0,4910
120,My Peugeot app firewall ports,104673,"Feb 10, 2022","Finally got it, and now its in for a full detailing and ceramic coating  Im a happy camper,. 

I've read allot of complaint about the app but so far its been treating me well IF i use it on mobile data. But it seems to be using some unusual TCP/UDP ports for the remote control functions. Its not getting passed my pfsense firewall. 

I cant find much info with google, does anyone happen to have a overview of the firewall ports/port ranges needed ?",18.0,0,1010
121,Electric Peugeot boxer minibus,80926,"Jun 8, 2019","Hi guys,

I have recently purchased a Peugeot boxer minibus, it is a 64 plate but not working. Is there anyone southwest who bows about these / repairs them? Thanks in advance Ben",6.0,0,1054
122,My Peugeot iOn with jet engine...,43529,"Dec 28, 2017","People do not believe their own ears...





",3.0,1,1598
123,Swapped Peugeot for Nissan Leaf,73206,"Oct 16, 2018","So late last month I realised that I'm burning a tankful weekly off late.. similar for my wife..

Decided to get rid of Peugeot and get a Leaf.. initial budget was 200 a month but I found 30kWh leaf that only had 3900 miles so had up my budget a bit..

Went and picked up the Leaf on 4th.. since then we have driven 560 miles and used approximately 90kW of electricity.

It has been a joy to ride. Wish I had done this 3 years ago.",12.0,5,854
124,ELECTRIC PEUGEOT PARTNER,4723,"Jul 25, 2017","Selling for a friend 

100% ELECTRIC PEUGEOT PARTNER AFFORDABLE only £1500.00
NO ROAD TAX
NO CONGESTION CHARGE (please check with TFL)
NO PARKING FEES AT WESTMINESTER.
This is same van as Citroen Electric Berlingo
The zero emission Peugeot Partner electric has a range of approximately 45
miles with battery fully charge. Its max. speed is technically 60 mph.
Traction batteries in very good condition, I have managed to get 48 miles with
fully charge, driven on motorway. Battery come out of damaged electric
Citoren Berlingo 2003.
The price you are paying is basically for traction batteries so please no offers. I
have priced for quick sell. There are few dents and scratches highly
recommended to view.
Any question please do not hesitate to contact me on 07963537887 I will be
more than happy to help.",11.0,1,2932
125,Allied Peugeot Partner - Mains charging,7479,"Oct 31, 2016","On the car inside the original fuel filler point I have a 32A 3P & N & E male plug (the red 5 pin male plug).

With the car was supplied several leads, one was a 32A 3P & N & E male plug (red 5 pin male plug) to a 32A 3P & N & E female inline socket (red 5 pin female inline socket) for 3 phase charging. I don't know if the neutral is required when charging via 3 phase.

Whilst mine only charges normally through a domestic 13A socket, is there anyway to increase that to 32A without a 3 phase supply?

I also recieved another lead for using public charging points. This lead consisted of the plug to fit the public charging point on one end and a weather protected 13A socket on the other. Are there any wiring diagrams anywhere for these as it would be good to rewire the lead with new cable and a red 32A inline socket to take advantage of the higher current charging when out and about.

Thanks in advance.",16.0,0,3009
126,Allied Peugeot partner help and advice,82743,"Sep 20, 2020","Hello anyone out there.
I have an allied electric Peugeot partner tepee.
And I would like a bit of help with a few things.
1. Can I put a Peugeot boxer ansaldo motor in it.
2. What hydrolic power steering pump can I use to replace mine?
3. Where can I get better suspension.
Thank you very much indeed",0.0,0,767
127,SOLD: Peugeot ION £4000,71586,"Jan 31, 2020","2011 Peugeot Ion in silver, 38765 miles, but in use daily.

2 owners, 1st was Peugeot dealer and I've owned it for the last three years.

Currently using daily for a 50 mile commute into Sheffield and it's been faultless.

Interior and exterior body work in very good condition. Apart from expected stone chips i think there is just one small ding on the passenger door which was too minor for me to catch in a photograph to demonstrate. I don't notice it day to day, only found out when i took it to a dealer to get an idea of prices.

Also have a Sony XAV-AX100 car play / android auto stereo, and surround, which i have been using in the car. But took out in case i sell it to a dealer to make things simpler.















",9.0,0,1280
128,My Peugeot app not working,97945,"Jan 3, 2022","According to the app my car hasn't moved from work since the 17th December and is still there now 

Up until that date I had notifications of new journey granted a day or so behind but still up to date ish 

Looks like they updated the app on my android12 device on the 17th and it's not worked since 

Any tips",27.0,0,11541
129,Used Peugeot ion Arrived,1236,"Nov 8, 2014","Hi, Just purchased a 2011 ion. Hoping theres a few ion imiev czero owners on here to offer advice. I am looking to get 5 years or more from it before range drops to below 30 miles. Actually amazed I got 65 miles out of it today is that normal?",53.0,1,10294
130,New Peugeot 208 WhatCar Preview 16 May,71,"Apr 28, 2019","Not sure if they are still open to requests, but might be worth a try? Unfortunately I am away on that date. 

From WhatCar Web site... 

If you're interested in the new 208, which will land in showrooms at the end of the year, come along for an exclusive preview with What Car? on Thursday 16 May in Crawley, West Sussex.

You'll get a hands-on preview of the car, as well as a Q&A opportunity with the Peugeot team, before being interviewed for our magazine and website.

To apply, email the following information to [email protected]

Your name
Your age
Your mobile number
Your occupation
What car you currently drive
Where you'll be travelling from
Why you want to see the new Peugeot 208
",30.0,1,2660
131,"Oh Peugeot, You Drag Your Administrative Feet",95483,"Apr 22, 2021",I've bought new and used cars for more years than I care to confess on this forum but I've never before had to wait so long for the V5 document to be released by the manufacturer to the dealer in order to release the car to the customer. It will be two weeks tomorrow since I paid the deposit on their ex demo e208 and still no sign of that all-important paperwork. Am I being unreasonable to moan about it? I'm not sure I'll achieve anything but I'm minded to ring Peugeot Customer Services and see if I can get them to fall awake and expedite matters.... Ignore my rumblings folks!,8.0,0,1728
132,New Peugeot e208 debut in U.K.,81240,"Jun 13, 2019","



",0.0,0,623
133,Allied Electric Peugeot Expert - 2nd conversion,77804,"Mar 31, 2019","Hi, a few questions for the experts that clearly hang out here on speak EV

I'm considering acquiring a troublesome Allied Electric Peugeot Expert, as they seem very plentiful!

My plan would be to use the Motor & battery pack, but replace the BMS, inverter & DCC etc, the finished van would need to be 100% reliable!

A few questions 

1. Has a project like this been done before? what are the pitfalls?

2.Is the AE inverter reliable? most problems seem to be with the BMS on here, - Can the inverter be used with the AE BMS removed? or does it get upset because its BMS friend is missing?

3. Do you know the voltage applied to the motor? (If new inverter required)

4. Do you know of a compatible BMS that would work with these vans?

I've got a load more questions, but I'm new here and don't want to impose too much!

Thanks!

James

@Grumpy-b 
@donald
@Mike Schooling",8.0,0,2670
134,Allied electric Peugeot Boxer battery issues,39505,"Jan 16, 2019","Hi everybody even after reading all that's been said about Allied Electric vehicles, ive just gone ahead and bought the Allied Electric Peugeot electric van that's been on ebay for the last few months with under4000 miles, on the clock.
I bought the vehicle without viewing from I believe a reputable trader, and its now arrived on a trailer.
After 5 yards it conked out even though the battery charge state was showing 72%, owning a couple of Edison Ford Transits, I immediately assumed the low voltage circuit, I had been told it was fitted with a new battery, but just in case I put it on charge, only took a few amps it was fine, just managed to make it roll to my 3phase supply and hooked it up. Seemed to charge up to 100% in approx. 3 hours? but it was still taking 20 amps when I switched it off, where as at 90% on my Transit it has generally gone on to one charger it has (4off,) and goes on and off for an hour for the last 10/15%. Whilst this was going on, I attempted to read the data stream from the OBD plug, but my transfer software is for CNC machine tools, and although it streams its garbage, so ive now ordered more software. Checking the vehicle over, i couldn't help noticing how clean and well oiled the main battery pack mounting bolts were. I contacted the sellers with my misgivings and observations, and they now inform me, that the battery pack has indeed been removed and several cells replaced, and I have been assured, once I charge and discharge it a few times the BMS will sort it all out.
Once charged the vehicle seemed to drive fine and I completed 3 miles flat out in short bursts up and down a private road, as I am reluctant to swap over my insurance at this time from my Transit, as it will probably be going back. I will wait till I can get the battery pack info before I make any decisions, but I doubt that a few cycles will sort this out. Because its such a narrow band of enthusiasts that get involved in such undertakings, has anybody else seen this vehicle, and can shed any light, and let me know their findings. Because of my ignorance in electronics I actually went and bought a damaged Nissan E - NV200 van to take the Transits place, but apart from a mountain of work, after buying the thing, I found out you can't fit a towbar, to these things, and I had hoped to be sprinting an electric motorcycle this year, and at 9ft plus it wont fit inside the ENV hence I bought the Peugeot. Why don't I just keep the transit, its a fridge van with tons of insulation and fibreglass, and I need to remove the bulkhead to get the bike inside, and although I have recorded 76 miles from her in summer, its only a 36kw pack, and the Peugeot is 55kw and I can also stand up inside, seemed an obvious choice????????????. Any info appreciated.​",7.0,0,4265
135,Allied Electric Peugeot Partner Tepee.,75408,"Jan 25, 2019","2011, 16,000 miles. For parts, or to repair. Not running and no MOT, but in very good cosmetic condition. As far as I can tell, it had a new battery pack in 2016. I can't get it to talk to my computer to find out what the problem is. £2500 ONO. Bury St. Edmunds, Suffolk area.",51.0,0,12794
136,remove the peugeot ion bumper cover?,7021,"Dec 2, 2021","How do I remove the peugeot ion bumper cover?

I have taken off some plastic plugs up, on the side and down, but it still sticks to the small lights somewhere?",2.0,0,871
137,Today only: Peugeot iOn for sale,994,"Sep 24, 2015","Hi, here I have my Peugeot iOn 2012 for sale.
Selling today only as otherwise it will go as px for my next EV.
Last year I had a problem with charging but now it's OK for a quite while.
The vehicle itself still under warranty for 18 months (5 years since new) or 20000 miles, whichever comes first.
Overall EV is in good condition.
Negative bits: been vinyl wrapped, so there is residue from adhesive in some places (easy remove with Wd40) and there is slight loose in front suspension (can't hear or feel on the straight road or speed bumps).
Front tyres been changed 5000 miles ago.
Car will be sold with Type 2 to Type 1 cable only.
Any more questions - don't hesitate to ask. 
£4500 ono

Mileage 40.000 as of today. Able to get 60ish motorway miles, 90 ish with light foot city/town.",0.0,0,1586
138,62 Plate Peugeot Ion for sale,76516,"Jun 19, 2019","One owner peugeot Ion in Cornwall. One owner, 44000 miles, metallic blue. Range approx 50-60 miles. 5 good tyres recently replaced. AC charging at 3.68kW and rapid Chademo charger, plus 3 pin 10a charger with the car. Easy car to drive and park, very cheap to run, 100% reliability. A few scratches but other than that a great EV- ideal second car/ starter EV car.
£5495",7.0,0,1339
139,Bargain 2012 Peugeot iOn on eBay ?,81528,"Mar 28, 2021","If anyone is looking to buy a Peugeot iOn, there is one for sale on eBay:








2012 PEUGEOT ION 47KW 16KWH ELECTRIC 5DR AUTOMATIC NON RUNNER / SPARES OR REPAIR | eBay


Find many great new & used options and get the best deals for 2012 PEUGEOT ION 47KW 16KWH ELECTRIC 5DR AUTOMATIC NON RUNNER / SPARES OR REPAIR at the best online prices at eBay! Free delivery for many products!



www.ebay.co.uk




It is a repossessed black one-owner 2012, with only 11,000 miles. It has been off the road for over a year, and needs an MOT. Other than that, it looks in quite reasonable condition. The current price is £2,600.
It is for sale in Chorley, Lancashire, by a dealer who specialises in repos. ( No connection.)",4.0,0,1239
140,Allied Electric Peugeot Partner 2011 £ Free,6658,"Feb 19, 2018","Allied electric converted Peugeot Partner Tepee for spares or repair with 15,426 miles and I think a good pack except it has a COMMS ERROR slave 4, good Rx 0, bad Rx 15 ,which gives a !!! ERROR LOCKOUT ACTIVE
Before this happened it was failing to start charging on occasions with economy 7 timer.
There is a commentary on the problem in the thread: Allied e-Expert running problems
I haven't got the equipment/time/expertise to go delving so invite offers for the whole car as it is. It will need transporting as it is a non-runner with this fault. Running gear is all fine MOT to 20th July.
No reserve £",2.0,0,2592
141,Leaf 40 vs Peugeot 2008ev,85958,"Feb 4, 2020","Hi, ive got the opportunity to get a new Leaf 40nconnecta via my work leaf scheme at but I could get the Peugeot 2008ev for £30 more per month. looks wise I prefer the Leaf as the 2008is a bit flashy for me. However I am aware that the 2008 has a 50kwh battery and 100kw charging. What do people think - is the 2008ev worth modest extra monthly cost or is it likely to be fairly similar to the leaf in terms of tech/safety/range?

Thanks",0.0,0,396
142,Yet another My Peugeot App query!,97733,"Mar 21, 2022",Is it possible for both me and my partner to have the app on our phones for the one car? I haven't tried it yet because I can already gather that the app is a sensitive soul and I daren't rock the boat now that it's working as intended!,8.0,0,3395
143,Leaf 40 vs Peugeot 2008ev,85958,"Feb 4, 2020","Hi, ive got the opportunity to get a new Leaf 40nconnecta via my work leaf scheme at but I could get the Peugeot 2008ev for £30 more per month. looks wise I prefer the Leaf as the 2008is a bit flashy for me. However I am aware that the 2008 has a 50kwh battery and 100kw charging. What do people think - is the 2008ev worth modest extra monthly cost or is it likely to be fairly similar to the leaf in terms of tech/safety/range?

Thanks",20.0,0,11307
144,Manchester to Glasgow PEUGEOT e-2008,106870,"Apr 27, 2022","Hi,

I am trying to plan a route for my wife and 4 year daughter who are travelling from Manchester to G42NQL, it's the first time travelling on the Motorway with an EV and want to make sure they don't run into any trouble. Can anybody recommend a route or the best way to plan this, the car claims 219 miles but I would say we get about 190. Prefer to charge it when it has about 50/60 miles left just to be on the safe side. Also don't mind going down the Insta volt route just to save journey time. 

Thank you.",7.0,0,784
145,For Sale 2011 Peugeot Ion,1236,"Feb 27, 2017","The time has come to part with our Peugeot Ion. Its been brilliant, good condition with no problems its available here in Newquay Cornwall to forum members to consider first for a few days.
2011, 15000 miles, silver, MOT, 55 range in winter to 65 summer, complete with stock 3 pin charging cable.
Cheapest one around I would think we want £4000. Will be available elsewhere from next week at a higher price.

Will post some more pics soon as the weather permits.







",7.0,0,1250
146,Lowering a e208?,90200,"Aug 16, 2020","Hey guys,

Already driving my new e208 GT for a month now and never going back to an ice vehicle (at least not buying one myself)
But I have been wondering if it's possible to lower the car a bit? The cornering doesn't stick so wel in the corners then my previous car (Opel Corsa E 3d OPC with sport suspension) and cosmetic wise it's ugly too. Can fit a whole fist between the arches and the tire instead of 3 fingers, I know I will sacrifice the comfort but imo I rather have a better handling car then a bouncy castle.

Is it the same as the ice variants? The extra weight has to be a factor to consider right?",11.0,0,3153
147,New owner of Peugeot ION,97731,"Jul 15, 2021","Hi everybody!

I am entering the world of EV ownership tomorrow with the purchase of a 2015 Peugeot ION. It's my first electric car and I was just wondering if anyone had any useful tips for me?

Also it is only coming with a 3-pin home charger. The dealer seemed to suggest that this would be fine and I'd never need to use public charges given that I won't be doing many miles with it. But I don't like the idea of not having the option. Do you agree with him, or me? Also from a real beginners perspective I'm unsure of which cable I should be buying if I were to get one?!

Thanks in advance!

Paul",16.0,0,3339
148,heated seats in Peugeot Ion,6585,"Apr 11, 2017","There is no mention of this in the handbook and no switch that i can find in the cabin But the seats have wires coming out from the underside. In the Mitsubishi i miev where is the switch positioned for the electric seats ? Perhaps the loom is there and just needs a switch ? Any thoughts?

Ken",4.0,0,2551
149,Partner replacement gearbox oil?,43025,"May 14, 2022","Hi 

I have a 2013 Partner van and I want to know if it has gearbox oil that will needreplacing?
If so
At what intervals?
Where are the drain and replacement nuts located
Is the replacement fluid ATF?
Thanks",0.0,0,541
150,e2008 ordered,73946,"Oct 20, 2021","Hello people,
So I made my first proper jump to EVs, ordered an Orange e-2008 GT premium, dealers expects it in 2 months. 

Drove the car a couple of times, it's a good drive and decent for the price I feel. 

Not super enthusisatic on the slow performance (by Ev standards) and the rather short battery range, but have a tight parking space (with a charger) so would struggle with something like a Tesla. 

Would appreciate thoughts and feedback from owners or people who considered it and bought somethign else instead. I know the Hyundai/Kia have better ranges but the design reallly doesn't do anything for me.

Thank you!",16.0,0,4764
151,Considering an EV BMW/Peugeot 2008,87184,"Mar 28, 2020","Hi,

My current lease is going to end in June and I am considering going for a EV. Would be getting one through a salary sacrifice scheme (looking at £200 for a BMW i3 all in or a Peugeot 2008 for £250) So would use the EV for commuting to work (round trip of 18 miles four days a week and the odd trip out for about a round trip of around 100 miles once a month) So looking at the ranges of both EV's the BMW is about 160 on a full charge and the Peugeot is about 190, so I am thinking that the ranges should be okay for my needs?

I have some questions around owning and charging a EV.

Looking at the ranges of both the EV's I am looking at, would they cover the distances I am currently driving?

Has anyone got a 2008/I3 what are they like on a daily basis?

I live on a terrace street with no off road parking,so unable to have a charging point installed, but if able to park outside, could I use my home plugs to charge if needed during the day while at home as long as the lead is not in the way?

Been looking at the different apps used to find charging points and not sure if it's possible to use just charging points around my local area to keep the EV topped up, is this something others do? And if you do, is it easy to keep the EV charged?

I have a solar trickle charger, is this something I could use to keep the battery topped up?

In terms of charging, what are the costs? Looked a Polar Plus and they charge around £8 per month, what does this cover?

How do the different charging companies/points work/charge?

What about stopping at say Lidl and using their charging points without going in and buying something? (That goes for all places that offer charging points)

Oh yeah, only have about a week to make my mind up before picking a car and currently EV's are the cheapest option for a lease (Currently paying £280 for a petrol Seat Arona)

TIA",62.0,0,3432
152,Manual needed for 2012 Peugeot Ion,3818,"May 14, 2018","Just wondering if anyone might have a spare manual for my 2012 silver Ion I recently acquired?

I know there was a thread somewhere on here where dealers and Peugeot mixed manuals up, people got 2, someone got someone else's or something.",0.0,0,1594
153,Wanted: Old Peugeot ion/Citroen c-zero,77360,"Sep 8, 2020","Hi chaps,
I'm in need of parts for an i-miev/ion/c-zero and was wondering if anyone has any of these they are looking to sell. Some are getting old now and can suffer from rust underneath so thought someone might have an old one, condition isnt important or if its faulty that is fine, I just need several parts and it would be so much easier not to have to buy parts separately.

Cheers

Gary
07763 749769",3.0,1,906
154,Mitsu Imiev and peugeot Ion for sale,5371,"Oct 28, 2020","Hi all, I'm selling my mother's 2012 peugeot ion with ~55k miles and my 2012 miev with ~32k miles.

I was thinking around £5250 for my miev. It has a android head unit, steering wheel controls, steel wheels with wider tyres (165s and 185s conti ecocontacts) and I'm planning on fitting a webasto diesel parking heater before sale, but not for certain. There's also the option of having the original mitsu wheels. It does around 65 miles in summer and has chademo.

My mothers ion is a category S (she rear ended a cyclist and cracked the bumper). The insurance company engineers tried to claim the front cross member was bent (it wasn't) hence the category S but there was no way to appeal their decision. Its been repaired by an independent garage for basically the cost to fit a new bumper from mitsu and is good as new and MOTd. New front conti ecocontact6s and reasonable new ecocontact5s on the rear (a few thousand miles ago). It is completely standard. It does around 55 miles in summer with careful driving. Due to the category S marker (even though its perfectly fine, I can share photos of the damage and engineers reports) I was thinking around £4500.

Any interest on here before I list them in the usual places?

Both cars are white. Photos to follow soon. Located in Leamington Spa, UK

Sent from my SM-G975F using Tapatalk",2.0,0,726
