,Dominant_Topic,Date,Text
260,1,2022-07-10,"You might have inadvertently switched it off. Have you tried briefly pressing down the volume control wheel (on the console between the seats) to switch it on? If that doesn't work, hold it in the pressed position for 15 sec to reset the Uconnect system."
189,1,2023-03-07,"@EV-Travellers 
Interesting what you are planning.
Will you also drive through Luxembourg? I couldn't see that on the page you linked.
You make me confident I can drive to the North Sea Jazz in Rotterdam in July without major problems, I'll pick up my 500e Cabrio next week Friday."
129,1,2023-01-06,"Err, interesting but not much help with the original query folks!"
681,1,2020-11-19,"The California spec. Fiat 500e doesn't have rapid charging, but I suppose you already know that."
293,1,2022-06-14,"...

Non of my days are off, plenty of fresh air, sea breeze with an ozone bouquet and sunshine all around, topped with wine and fresh baked crunchy bread…….and that’s just before breakfast "
224,1,2022-12-02,"I've gone from driving a Zoe ZE50 to my current 500e, and I can tell you that the main issue will be that you and your wife might want the swap to be permanent (as long as you can deal with the smaller boot size and the lack of rear doors, of course).

The GOM has never gone over 161mi for me (I've in fact driven from north London to Brighton and back on a single charge, but it was summer and we went the slow way through London both ways)... I think that a 100mi commute shold be fine, although perhaps I'd recommend switching to 'sherpa mode' when the SoC gets under 20% just to be on the safe side.

CCS is supposed to be up to 85kW, I only rapid-charged twice with Osprey 50kW chargers and got around 43 IIRC.

Which trim are you being offered?"
674,1,2020-11-19,"...

It’s still a Fiat 500. I understand they are sold in the UK."
564,1,2021-09-11,"...

Charging more slowly can be kinder to the battery, but to a point…
rapid charging (50+kw) most damaging but can still be done many times
but the charging you do at home/destinations (7kW 32A) doesn’t make much difference, the lower settings are there for people with restrictions, such as 60A home fuse, so not enough capacity to have a full 7kW 32A, instead they’ve got 3.6kW 16A outlet, or others only have a 13A socket, so use the granny charger, these are limited to 10A (but could be put down to 6A, if you have the settings/need to), to protect the wiring/socket/connection as you don’t usually have something at 13A running full chat for maybe 12hrs, causing any weakness to overheat & possibly set fire
Though the lower Amps you charge at, the less efficient the charging is, so that’ll cost more, but this is only a tiny amount
hoping that makes some sort of sense 🙂"
444,1,2022-02-15,"...

I am astonished that this exists!"
257,1,2022-08-16,"...

Lol..Mice ... in this one"
345,1,2022-04-23,Two kids aged 9 and 7 with backless boosters working fine so far. Only issue is they find it hard pushing the seatbelt into the buckle - which is at an angle - I am inserting something under it to try and stop the buckles falling back in the holders.
513,1,2021-08-19,"...

According to the manual, yes. It will connect to WiFi, but I've not checked if it is doing anything (there is no indication). The manual also says free cellular download if WiFi is not connected."
352,1,2022-04-11,"...

Thanks, will check it out"
227,1,2022-12-02,"...

My understanding is that the charging levels 1-5 are for AC charging, not rapid charging. I've set mine to 5 from the very beginning and I never had any problems - my Ohme Home Pro has been able to deliver up to 7kW of power with no issues."
630,1,2021-06-21,That’s quite soon @Oilymo 😀
211,1,2022-04-19,Perhaps it thought you were about to hit something?
161,1,2023-04-04,"...

It's plug ugly though and the rear is awful. I won't be changing mine anytime soon!"
457,1,2022-02-18,"...

Throw it in the bin and safe yourself the grief. Stick with your podpoint for the Fiat too."
369,1,2022-04-01,"It looks to me that to be accepted onto the JustPark 'grant' scheme you'll need to agree to permit other drivers to use your charge point.

I'd read the t's and c's very carefully and make sure you understand precisely what is being offered here."
642,1,2021-07-08,"








Here's our 500e in Celestial Blue."
449,1,2022-02-15,"...

It's not a good concept at all. It's an invitation for the unwary to have an electrical fire or to get electrocuted."
549,1,2021-09-11,"Well it looks like I may have got myself a discount on list, not huge, but better than no discount at all. Could be pushing the button today."
165,1,2023-04-18,You need the app just called Fiat as well as unconnect.
685,1,2020-11-19,"...

Im sure you’re even less likely to cause harm if you take public transport instead, let’s ban cars!"
162,1,2023-04-18,"I have just purchased a 71 plate 500e and wondered if there was an app that allows you to control charging from your phone.
First post so sorry if it is a bit naive"
616,1,2021-04-13,"Allegedly due into my dealer this Friday, I have appointment for next Monday with test drive."
43,1,2022-01-18,"...

It's a child's toy.

But a very cool child's toy."
373,1,2022-03-27,Was in the same boat when we got ours on Friday! The volume wheel between the seats is also a push button. Push it to mute or power on/off the display
401,1,2022-02-04,"...

Screwfix one can't, but this one can: EV Charging Cable Type 2 UK Plug Mains Home Domestic Granny Trickle Charger 13A | eBay"
719,1,2020-09-09,"...

If the US version is anything to go by, there will be. Seeing as FCA need to sell every EV they can to offset their fleet emissions on things like Jeeps and Maseratis."
441,1,2022-02-15,"I think we may all have been mislead a bit. What the OP is now describing is not a proper charge point from the sound of things, but the ""get out of jail"" portable charge point, a.k.a the granny lead, to be used when there is no other option for charging available.

I think there may well have been some wires crossed somewhere (metaphorically speaking) and there is no installed EVSE at all. The OP really needs to get a proper charge point installed, and can then be sure that it's installed in the right location so that the cable will reach OK."
191,1,2023-03-07,"For a morning I had the opportunity to try a test car with the same configuration I ordered.
You're right, it's rather spacious inside, at least for the driver and the co-driver."
290,1,2022-06-13,"...

The picture in the manual looks really confusing.
OK the OP seems to have confused something with the door release lever which is actually in the door but where they show the layout of the dash they could have easily included the bonnet release lever. At least the safety catch seems clear enough.

Gaz"
258,1,2022-08-16,"...

Thanks everyone for all the feedback... I've gone ahead and ordered a 500e now... fingers crossed eh..."
81,1,2022-01-20,"Damn, I missed this one on eBay 

eBay Watch: Historic Fiat Panda Electric Car For Sale

by about 10 years. I guess that all of the others will have rusted away by now. "
392,1,2022-02-04,"







Masterplug 10A 2.3kW Mode 2 Type 2 Socket Electric Vehicle Charging Cable 10m - Screwfix


Order online at Screwfix.com. Portable Mode 2 charging cable. 13A UK plug socket to Type 2 EV charger. Ideal for charging from a standard plug socket. FREE next day delivery available, free collection in 1 minute.




www.screwfix.com





Yes. Screwfix has the best value one."
588,1,2021-01-11,"...

Yes I thought it was odd as the car was supposed to fully loaded but wife and I wondered if it’s simply not needed in parts of the Med hence an option in the North of Europe. I also wonder if the sales guy knows what he’s doing! We haven’t paid extra for it.

The iPace is great but haven’t had a chance to really take it for a long run which is a shame, I want to see if I can get anywhere near 3 miles/KWh. It is also my first non VW in 25 years so fingers crossed for trouble free motoring. We came from a Golf GTE which was fantastic but just too small for the growing family. The Caesium Blue is amazing and quite striking from a distance."
532,1,2021-09-15,"...

Thanks

The grant is, I believe, 75% of charger and installation, to a max of £350. It's certainly a steep learning curve."
560,1,2021-09-11,"I don’t have a Fiat & have no experience with this…
it looks weird, with no real information on the settings 
Dumb question, how are you charging it? Is this with the granny charger? If so I’d expect it to be at the lowest level - those things are slow, not usually going over 10A
if it’s with the wall charger, do you have 7.2kw/32A (or 3.6kw/16A)
But as @TRC7 not sure why you wouldn’t always set it to “5” 

perhaps someone else will be able to be more help 🤷‍♂️"
287,1,2022-06-13,"...

And in the manual it says “the steering column adjustment lever is located under the steering wheel column”. Now that side would that be on? "
497,1,2022-02-04,"...

Just checked online and when I type fiat mode 3 charging cable it only chose the one you can use at public chargers or a home charger not the home plug socket one :/"
309,1,2022-04-23,You reset TPMS from the 'vehicle info' menu accessed from the display in front of the steering wheel
547,1,2021-09-10,"...

Thanks.
Yes, I am being offered the deposit contribution as I am financing this via PCP. But any deal is based on the price of the car. I have spoken to another dealer and they are saying no chance of any list price discounts because the model is so new. Only room to maneuver would be the trade in value of my current car. I'm waiting to hear back from them on that."
623,1,2021-04-19,"...

And no power in either their showroom or workshop? I know that Solihull isn't as good as it used to be but I believe that they still have electricity. 

It's sad that such a potentially good car is being let down by the dealer network already."
280,1,2022-06-13,Bonnet release is a red lever under glove box.
591,1,2021-04-19,"...

No not yet. Was supposed to be April but now likely May. The dealer called last week to tell me that they were getting their demostrators in so our car would follow shortly."
213,1,2023-01-16,"...

 Luckily it has not happened since...BUT just before Christmas I had a ton of warning lights and regen breaking kept stopping working and more so when I turned....left. I checked under the bonnet and the 12v battery was leaking acid from one top side all dripping down. Took it to dealer who got a new battery and it sorted all the issues out so maybe this is why the car kept stopping before."
361,1,2022-04-01,"...

Thanks that the help. Looking to get a wall charge point fitted but now the Gov grand is gone it’s so expensive!"
596,1,2021-05-07,"...

Let us know what you think, we loved it."
286,1,2022-06-13,"I'm only kidding, we all have our moments! 🤗"
715,1,2020-09-04,"£29,000 after the grant?

I guess this is the new normal for electric super-minis?"
650,1,2021-04-24,"I noticed this site seems to have some really good prices - £23.5k for the La Prima hatch. No connection and I've never used them before, so can't vouch for them.



https://www.uk-car-discount.co.uk/vehicle/cars/fiat/500-hatchback/3-door-hatch-bev-118-long-range-la-prima/2021

"
33,1,2022-01-18,"At least Pierre Boulanger, the forces behind the Tres Petite Voiture (aka 2CV) was only Vice Chairman of Michelin and worked against Petin and the Vichy regime during the occupation of France in WW2. Still not sure about the reported design brief of :

create a car that can carry four people and 50 kg of potatoes at 60 km/h, while consuming just 3 litres of fuel per 100 km... it should be drivable by a woman or by a learner-driver ... and don't worry about how it looks

It was a long time before ""3 litre"" (93 MPG) cars became a reality."
19,1,2023-05-22,"...

Same platform, same battery, same factory.
An Alfa Romeo variant is also in the works but expected in 2024.

The 600 will also be offered as a hybrid ICE in some markets, like the Avenger."
18,1,2023-05-22,I wouldn't be surprised if it sits on the same platform as the Jeep® Avenger
455,1,2022-02-18,I don’t know what a granny lead is but as it comes with the car and is badged as a 500e as shown in the picture I would expect it to work as a proper charge point. I am happy to get it installed and connected up by a proper installation firm but cannot see how whatever they do makes it reasonable to supply it with such a mean cable length. The pod point my Leaf runs off is a much more solid and practical piece of kit and I hope Fiat or Easy Wallbox. Will up their game in future.
60,1,2022-01-19,"...

""Underinflated, defective or illegal tyres"".
But I take your point.
Personally I prefer to check my tyre pressure weekly.
My car has cruise, never use it.
Auto everything.
Rear camera, I look over my shoulder (although I will say the cross traffic alert is good in car parks).
Collision avoidance thingy, I keep a good safe distance.
As above this stuff is just replacing what you used to do yourself- do they really, really save lives?
Only have the thing because my other half loves the gadgets, personally I want cheap and cheerful."
482,1,2021-11-30,"I empathise . Had similar issues . My dealer was useless and I turned to Fiat Customer Services for issues . Yes software problems do continue . eg. I frequently have to to reset the radio to get the live traffic information to show on the navigation system. 
I love the car and using more than I expected as this is our town car. Usually charge at home on Octopus Go , but do use free chargers at retail centres where/when available.

La Prima , Electric sunroof ,Winter Pack , Alarm"
307,1,2022-02-26,Check the manual?
504,2,2021-08-03,"We have had a 500E La Prima for around 6 weeks now and we can confirm there are some issues which we suspect are SW related.

There are inconsistences with the relationship between battery charge level and range. i.e. We charged to 100% and the range dropped by 23 miles before the battery capacity reduced to 99%. The range then reduced by 2 miles when the charge level reduced to 98% Regardless of driving style I would expect there to be a more accurate correlation between these 2 measurements. 1% = 23 miles and then 1% = 2 miles is not very helpful.

The speed and range were set for MPH and and Miles respectively. 3 times now, these settings have randomly switched to Kmh and Km and had to be reset in the units settings. When I saw the speedo at 47 I though a speeding ticket would be arriving soon but then realised the display was in Km/h

With the car switched off and locked, when you plug in a charge cable the radio bursts into life for around 20 seconds.

The battery capacity varies quite a bit from charge to charge. On 17th July a 100% charge indicated a potential range of 205 Miles in SHERPA mode. On 30th July, 100% indixcated 165 Miles in SHERPA mode.

This is not SW related but we also have concerns with the E-Mode selection switch on the centre console. Twice now, my partner has accidentally put the car into SHERPA mode whilst I was driving around 70mph. This causes the car to suddenly brake and reduce speed to 50mph. The E-Mode switch is on the passenger side of the centre console. She mistook it for the volume control. In left hand drive vehciles this would not be such a problem.

I am logging these type of occurrences and will present them to the dealer and FIAT customer services as appropriate but it does look like there should, perhaps, have ben a bit more regression testing.

Other than that, we love the car and would recommend it."
662,2,2021-04-27,"We've just had our test drive and I have to agree with everything @MarkyM said. The thing that stuck out the most for me was the infotainment system, very slick and crystal clear. I think I would choose the maps over the Apple ones on Car Play. The wind noise is apparent but then that's driving a convertible car. We even managed to activate the roof at 50mph!! The car drives beautifully and is very much like our current Fiat 500 (but without the 57k miles), firm and sure footed. The acceleration is nippy and the speed is more than acceptable for a quick dash down the M1. Couldn’t quite get the ACC and LKA to work properly but then we were both pressing and guessing. The seats are firm and much like the 500 that we have although I thought there was supposed to be more adjustment but couldn’t see it. Lead times……we’re told that our car isn’t made yet but then the salesman tried to explain how a vehicle production line works and that the car was probably in a layby bit waiting for the winter pack or something. His words not mine! I suspect we’ll get a call in the next couple of weeks…

Like most we haven’t had much to smile about lately but Mrs M cracked a massive smile when the roof went back and she sped off. Really looking forward to owning this car."
5,2,2023-04-04,"...

I bought a brand new Fiat Panda in 2005, about 3 months after a friend bought a brand new VW Golf. In the nearly 3 years I owned the Panda, nothing went wrong - except the brake discs rusting after I parked in torrential rain and left it alone for 3 weeks. 

My friend's Golf was in and out of the garage several times, a couple of times due to the fancy dual clutch automatic gearbox, DSG I think, which wasn't paired well with the 1.9 diesel and would sometimes stall (how do you stall without a clutch pedal?!), fanbelt failing after only 8000 miles, several times due to electrical issues, like the drivers window going down, but not up, brake light bulbs blowing 3 weeks after replacement, refusing to start without any indication as to why - the AA man said the battery was fine. Interestingly he's had the same problem with his current Skoda Kamiq. 

So, whilst we all know VWs are much better built than Fiats, my experience is the opposite."
154,2,2023-04-03,"My sister drove a Renault Zoe for a year with Onto and recently leased a Fiat 500e. She drives mostly alone and says it’s perfect. It’s got 199 miles range which is perfect for around town and a quick trip from London to Brighton.

I’m 6 ft 3 and couldn’t fit in the petrol version as my head kept touching the ceiling. I’m truly surprised with the electric version, even with the seat adjusted high I still had headroom and it was spacey for my long legs.

She charges once a week as she only covers town driving and it costs her £8 with the Elli card/app. Electroverse is good too.

The only drawback with the action and icon models is the halogen headlights (yellow not white led). The LED headlights is on the Prima version and that’s a lot more costly, still covers 199 miles and it’s got a more plush interior."
212,2,2023-01-16,"Hi Mark, yes this happened to me twice. Once on a dual carriageway, the car went into 'snail mode' effectively stopping from 50 mph without warning. Pretty dangerous. Then on a busy gyratory with people blaring horns and screaming! 🙈

The dash displayed two warning signs, one stating the electrical system requires servicing and another relating to the drivetrain battery. After switching off for a few minutes and starting again, I got full power, albeit with warning sign.

And the next day the warning signs on the dash disappeared.

It's currently booked into my dealer (seven week wait) who aren't confident they can resolve it if the warning signs aren't flashing.

At least they can fix the rear quarter de-mister, the squeaky regenerative braking and the emergency breaking system.

Mine's a '22 plate, ex-demo, La Primera with a RRP of £37k, bought with 800 miles, now covered 4,440 miles.

One of my better purchases!! 😬😱😱🤦‍♂️😅"
59,2,2022-01-19,"...

I don't mind safety systems (and to be honest I've found TPMS actually quite useful) - but I do mind all the junk they put inside.

Nobody needs 23 inches of touchscreens, web browsers, five zone climate control, televisions, or whatever to drive to the shops! How much of that stuff actually gets used?

Auto windscreen wipers, auto lights, cruise control (actually I don't even use that anymore), lane keep assist and good climate control. And ideally remote starting of the climate control. Then a few optional extras and job done 

Ah, actually....a reversing camera has become something of a must. But then maybe they'll buck the trend and make a car you can actually see out of when going backwards!

Can't imagine it'll make much different to me for a few years anyway, cause there's no way I'm buying a car before I've driven it and manufacturers seem to only want to sell EVs off waiting lists without even seeing the car nowadays "
507,2,2021-08-09,"Still made zero progress with setting up connected services, I'm hoping this will give better battery management since coming from teslafi where every drive is logged on a website the data available is a bit light. We're finding the start/stop button a bit odd. Surely it shouldn't be necessary to turn the car off before locking it? But then the lights/radio stay on and charging timers are ignored.

Its very clear that 'EV' options are an afterthought in the radio software. No way to 'charge now' if schedules are set (and who won't have scheduled charging if they have a dual rate tariff?), and most of the display cards seem fairly inaccurate. I've not managed to get a sensible watt hour/mile display, 0.3 kWh/M mile really isn't accurate enough."
357,2,2022-04-18,"The main thread on the ID3 is here:









myenergi-VW EV's and ECO+


I have set up a location. I had to in order to use the ID3 timers. I used a one off schedule, while I try and get this debacle sorted. I was just wond




myenergi.info





TL;Dr - it is not working completely, but is improved with the latest VW software and the thread includes the best Zappi settings to minimise the issue.

It sounds like it needs VW to change the car's functionality to resolve the issue. If VW
have implemented the functionality to protect the 12V battery they may be reluctant until they are sure there are no 12V issues. 

Probably similar to the over enthusiastic ID3 traction battery heating, which again may be changed / reduced by VW if they get more confidence in long term battery health."
99,2,2023-02-11,"...

I had a 2005 Fiat Panda, which was the basis for the 500 - it also had a button to make the steering lighter. A few years earlier, there was an amusing advert (for the Punto I think) that talked about it, a female driver said it made it nice and light so it was easy to park, the male driver said it had a special ""girly"" button. The girly button made it so light I could literally turn the wheel all the way around when stationary, using just my little finger. 

With electric assisted steering, it's very easy to adjust, unlike hydraulic assisted steering. Some say electric steering is numb, and vastly prefer hydraulic, but electric is way cheaper, lighter, and easier to package, so more and more new cars have it. If it isn't adjustable, that's probably just cost cutting, there's no good engineering reason to disallow it - all you need to do is adjust the motor power, which even my £20 screwdriver can do."
508,2,2021-08-09,"Have a look at page 204 & 205 of the owners Manual. I haven't tried this yet, and not sure if my interpretation is correct .Next time I have the car in the garage , I will experiment. I to have scheduled charging set for my Octopus Go low rate :
When the charging cable is inserted and there are no charging schedules selected, the cable will be locked and the immediate charging procedure will begin. LED (B) fig. 212 and LEDs (B) fig. 211 will light up green flashing/fixed depending on the state of charge of the battery portion indicated by the LED. The fixed green light indicates that the battery portion is fully charged.
To switch to immediate charging mode during scheduled charging:
if charging is in progress, interrupt the scheduled charging first (see chapter ""Interrupting charging"");
activate immediate recharging by pressing the button again (A) fig. 212 on the port."
194,2,2023-01-28,"If this is the version with the smaller battery then at this time of year a full charge should provide between 75 and 90 miles (this will improve to over 110 miles as temperatures rise in spring and summer). Gentle acceleration and deceleration (as in a petrol car) help extend the range. Don't forget the heater can use up to 3kWh of power in the winter when heating a cold car to 21degC. 60 mph on motorway will provide noticeable improvement.
What miles/kWh are you seeing on the trip meter display? (use the up/down arrows on LH side of steering wheel to access this display). You should be getting around 3 - 3.5 this time of year rising to around 4.5 in warmer weather."
233,2,2022-11-04,"...

Just found this post as I'm experiencing the same thing. Intermittently the speed sign on the dash displays as 18 in a 30mph zone, 24 in a 40mph zone, etc. So you're correct that for some reason it occasionally thinks the speed limit is in kmh for some reason and then converts that to mph to display on the dash. I don't know if that's because it's falling back to the sat nav, but it seems that once it starts doing it, it continues to display the speed limit incorrectly even when passing speed signs that are clearly visible. Very annoying as it's flashing away because according to it you're speeding!"
145,2,2023-05-20,"...

Nope. As I say the delay is VW trying to figure out how THEY can profit from this. They want to sell the fleet of V2G BEVs as if they were a power station to support the grid at peak times. They seem to have forgotten who owns the cars! 

For me CCS have gone down the wrong road saying you have to strap the inverter to the front of your house. They should’ve put the inverter in the car then any charing point could be 2-way. Many BEV manufacturers have ignored the official standard and use the Type-2 port for V2L, I wonder if/when a manufacturer will do the same with V2G?

Don’t forget the ChaDeMo V2G trials have gone on so long that ChaDeMo is obsolete before they got around to rolling it out…"
470,2,2022-01-19,"...

Ah, interesting; that explains a lot. I went to Brighton yesterday which for me was about 85 miles. If I couldn't get a charging point I planned a 20 min top-up at Cobham Services on the M25. As 90% of my journey was on the motorway, and they were clear, I spent the majority of that time at 70 mph. The 85-mile journey took nearly 140 miles off the 'range'. In the time I was there, I charged the car back to 85%. On the journey back I stayed at 60 mph and this time the 85-mile journey consumed approximately 105 miles of 'range'. 

I drove these journeys in the 'Range Mode' which did help. I note that in 'Sherpa Mode' the car asks you to limit the speed to 50 mph.

It's a learning curve I guess ......but it is still a great car!"
491,2,2022-02-08,"...

Hi, I am looking to swap the wifes car from a kia picanto to the fiat 500 electric Red edition. I am used to electric as i have had an Ipace for the last year. Does the fiat have programmable pre conditioning so the the heater comes on at a set time each day, can it be set via an app and manually in the car ?
My ipace has a heated screen but i have never used it as i set preconditioning every day before going to work, would this work the same in the fiat ?
Due to the wife wanting red interior, she cannot have heated seats, no idea why but there you are, so it would be an extra £300 just for the heated wipers, are these any good, and if the car pre conditions, do you need them.
Cheers if you can assist."
205,2,2023-01-29,"...

I respectfully would say that 7 miles isn't a long journey to give a steady enough reading. You will have just set off, which takes an enormous amount of energy, possibly stop at road junctions and set off again. It's the same with a petrol car, the first few miles are the most thirsty. I travel 12 miles to work, the first few miles I'm getting 1.6-1.9 miles per kWh, after 5 miles or so it goes to 2-2.5 and by the 8 or 9th mile I'm at 3 miles per KWh and 3.6 by the time I arrive home or work. That's winter, in summer I get 5.2 to 5.6 miles per KWH, I've even had a couple of 6-6.2 miles per kWh but more typically 4.7-4.8. I always advise anyone contemplating an EV to buy the biggest battery version that can, because...winter."
170,2,2023-03-10,"Wipers wipe in an arc, which is a quarter or so of a circle. The windscreen is square. A circle doesn't fit perfectly on a square. There will always be a bit the wiper doesn't reach, on almost every car ever made - certainly every one I've driven in the past 25 years, which is quite a few. You just have to get used to it. It would be possible (for the manufacturer, not you) to move the hinge of the left wiper to the bottom left of the windscreen, and have it wipe the other way, so there would only be a tiny bit behind the mirror which isn't wiped - but this would mean the wipers would risk colliding, so nobody makes cars like that."
511,2,2021-08-17,"Quick update on the app. After waiting for a week, support in Italy confirmed that the email address which the system was expecting wasn't the one we had provided. After this was updated, we needed to re-register.

App and website are now available, but the feature set seems not what they expect. Still in contact with them, seems like they need someone with a car to debug. No charge, battery or range info at the moment. Can't set speed or ringfence alerts either.




















"
117,2,2023-01-06,Happens reasonably often on all the cars I have driven. My Tesla (radar system) used to trigger every day at two locations one seemed to be from from overhanging grass on one country lane and the other was a pair of large manhole covers. My current BMWI3 is optically sensed and a bit more random. The only true false alarms have been a combination of road repairs and reflected sunlight. In the end these systems are looking for anything which matches their criteria of an obstacle and it is inevitable that a system which must trigger in a true emergency will have some level of false alarms
249,2,2022-08-05,"I've noticed with my Ioniq if I leave it parked up for a few days unused, particularly if it was raining the last time I drove it. When driven again the brakes make a scraping sound but not a squeak, the sound clears after a few deliberate hard braking applications as the surface rust is removed from the disks.

Maybe arrange another test drive and deliberately overuse the brakes to see if the squeak reduces or even disappears. Demo cars may not be used very often so the disk surfaces have time to oxidise a bit."
61,2,2022-01-19,"...

Many people say something similar. The problem is, dig down and you find everyone's list of 'essentials' is a little different. Design by committee ends up including them all, and the result is a bloated product.

A genius design seems a little eccentric at first. It values simplicity, and makes you give up some things you thought you needed, but the end result makes sense as a whole, and you smile every time you use it. The new Panda EV could be such a thing, perhaps. We will have to wait and see."
149,2,2023-05-19,"...

You might want to look at the Ora Funky Cat - it has similar rounded styling to the 500 and Micra, and a significantly larger boot than the 500, still in a compact package. It's a lot more expensive than expected however. There aren't many small EVs - just the 500, Honda E, Corsa, 208, Mini, Funky Cat, and in a couple of months the BYD Dolphin. Of those, the Honda, 500, and Mini are probably too small, and also the best looking cars. Good luck squaring that circle!"
209,2,2023-02-01,"The warning messages also are more prevalent when the sun is low in the sky I’ve noticed.

Auto handbrake won’t release if seat belt not on, also when someone gets out of the back seat the seatbelt warning alert chimes on for ages.

We have the red spec and that’s really poor for the price I think. No heated mirrors or blind spot section, and no auto dipping interior mirror, think it would be cheaper for Fiat to have one type of these relatively low cost items."
241,2,2022-08-25,"Firstly, have you got the correct app. Should be the Fiat app rather than the uconnect app - unless you have the model without the centre info screen.

It's normally a dealer that would send you the link to register as they would assign your car to you, so unless you can contact the orginating dealer, maybe try fiat customer assistance, I have heard some people have got this issue sorted through them."
155,2,2023-04-03,"...

The MiL has a Zoe and likes it. That’s another we could think of.

the 500 sounds good. I’m 5ft 11 so good to know I should fit in nicely. i have look ed at the prims versions. There are a few nice extras (reversing camera, auto fullbeam, interior, LED lights) but it will likely be an icon version we will go with as slightly cheaper."
254,2,2022-08-16,"We've had our 500e since last November and have now covered ~4000 miles.

Most braking is via regen, so the brakes on the wheels are not applied, however when they are used (ie by pressing the brake pedal) no squeaking.

It is good practice with EV's to apply the brakes every week or two to remove any rust build up on the disks. I do this fairly gently, but at speed - 50mph - having first checked there is no-one behind me of course!"
84,2,2022-05-04,"...

Somewhere I read that it will get under £20000 by employing a unique selling point. No infotainment system. You get a bracket and a power connection for your phone instead.

I think that is truly brilliant if accurate! In one stroke you reduce the electronic complexity, eliminate software obsolescence, shrug off electronic component shortages and just provide the bit that the manufacturer is good at. A car.

Provided they get the car bit right, I would buy one in an instant.

I just hope it's true!!!"
663,2,2021-05-21,Looks like the 500e is doing the rounds of all the UK motoring press at the moment as all have reviews up online. Good reviews across the board including for the small battery version. It is a light and compact EV. And they seems to agree that it seems quite efficient. Will have to see if Bjorn Nyland gets one on test to see what the real world range is like.
49,2,2022-01-18,"I'd be very surprised at a 200 mile winter range. That requires efficiency witchcraft of the EQXX variety or at least a 50kWh battery. I can't see this taking the Zoe's small car range crown. It just needs to be less basic and have a more commuter friendly top speed than the Spring, at the right price. My guess is a 40kWh battery, maybe as small as 30kWh. It's whether they option it with something bigger at a sensible price."
503,2,2021-07-30,"Not connected the app yet, but I've noticed that the current firmware (FCA_R1L_ARM64_00.26.21.12.00 on the head unit) has messed up menus for Safety and driving assistance (all the intermediate menu labels are blank). If you click through, the functions underneath seem to work.
From in the car, you can set 3 schedules for charging and climate, and it seems independently set the charge rate in 5 stages. I'll look at charging tomorrow since I have weekend off-peak."
13,2,2023-04-06,"...

As you wish. Your car, your deal.

But under UK legal precedents (not saying those apply to you) if you were to wait for technical work to be done to arrive at some sort of result, this would be considered as being 'accepting the car [with pending faults for repair]' and you would lose your right of rejection.

Either you want the car 'at this point' and are prepared to wait, or you don't want the car. If you are prepared to wait, as you say, all you are left to do is wait. You are 'accepting' the wait."
376,2,2022-03-31,"...

Hi, if the radio is muted when you switch off you need to press mute button on centre console before touching screen, however, if not muted when switch off, then screen will come on with touch next time switched on. There are many idiosyncrasies like this, many I have passed to Fiat as they didn't know it did certain things either."
329,2,2022-03-08,Yep I have a 500e Red er in red . I too have the standard headlights. My other car has LED headlights so I really hate the Fiat's yellow weedy lights. Like two moths in jamjars. I've just bought two Simoni racing H19's 4200k bulbs. Should be a straight replacement. I'll post here if they are any better. I'm loathe to fit an aftermarket led conversion as I value it being road legal. But I must do something they really are that awful.
722,2,2020-10-26,"The 24kWh battery in the lowest model is a bit disappointing as it plays into the ""too little range for the price"" narrative that's surrounded cars like the Honda e and Mini Cooper SE. The 42kWh models look good though and the prices are reasonable, especially if they get the usual Fiat discounts... "
676,2,2020-11-19,"Do it! 

There are lots of pros and cons here, but I expect that the reason you want it is more to do with the heart than the head. The main question for me would be if you have the time to do the research and paperwork etc, but it is a fun project and one that could be interesting.

p.s. Fancy bringing one over for me  Sounds perfect for bombing round town."
255,2,2022-08-16,"Our Zoe makes a strange Squeak coming off the brakes rather than applying them, I'm guessing its something to do with the Regen. I can only hear it with the windows down and the radio off so not too bothered about it, same as the weird harmonics I get at 60mph, I got used to it and don't notice it as much.

However EV's are more susceptible to strange sounds which are normally masked on ICE vehicles so it is a problem, but if you turn the stereo up most of them go away "
8,2,2023-04-05,"...

A new Panda is coming - but it doesn't look suitable for off-road use. Next-gen 2024 Fiat Panda Electric could be an ideal second car 

If you can wait a few more years, perhaps an electric Suzuki Jimny would be suitable? Confirmed: Suzuki is working on an all-electric Jimny for Europe!"
231,2,2022-12-02,"...

Watched up until Gretna - 100 miles @ 3.5mi/kWh is pretty similar to what the Zoe was doing back in the warmer weather, so it wouldn't have changed wifey's mind, I don't think. We now have our little Hyundai i10 sitting on the drive ready to go next week - will provide regular updates on range and performance! "
353,2,2022-04-11,"...

The challenge that MyEnergi have is a new car comes out that does not play nicely with all the Zappi modes, and it is hard for them to resolve without access to the car to understand what is causing the issue. 

I know previously they have looked for volunteers to bring their car to the MyEnergi offices so that they can test the car directly."
474,2,2022-02-16,"The peculiar thing about the 500 is that once fully charged it always claims a range of 161.6 (don't forget the .6!) miles. 

All of the other EV's I've experienced (we have a Tesla Model 3 and a VW ID.3 in the household) at least pretend to play the game and vary the estimated range a little after each charge!"
381,2,2022-03-24,The 500e seems to like warm weather. I was averaging 4.3kw/mile over the winter months since buying the car but today averaged 5.5kw/ mile over a 265 mile journey. The high teens Celsius make a big difference. The warm weather efficiency is similar to the Hyundai Ioniq 28kwh owned previousl.
