,Dominant_Topic,Date,Text
91,1,2021-05-23,Go on the Skoda/VW section to see what a cock up there has been with the up/mii/citigo only charging at 3.6kW!
358,1,2022-06-29,"...

Does the model 3 not have the same Cd too. Haven't checked but just looking at them I would assume with the same size batteries a 3 would have more range then a Y."
1399,1,2019-01-30,"...

Sorry, I copied from the Google search result in the hope of eliminating sub requests.. Evidently no dice.."
280,1,2022-06-22,"Quite a few useful comments and opinions on this thread:









Test drive thoughts


Hi Just thought I would put down some thoughts from my model 3 test drive yesterday. I'm doing this from a completely neutral point of view, and neither love nor hate tesla in any way. Also, I've never driven a tesla before, just one ev, an e niro. Car I drove: SR+, grey Upgraded 19"" wheels...




www.speakev.com



"
585,1,2020-12-13,"...

Yes I agree, that's why I said in my original comment that I have never used an ""on-the-road"" charger, always charge at home.

But, surely, the costs would similarly apply to a fully electric vehicle?"
830,1,2019-08-05,"Just came across this...

Volkswagen have confirmed that the EV also set an efficiency record while blasting through the Nordschliefe, using 24.7kWh to complete a lap in 6 minutes and 5.34 seconds. The car was not only faster around the circuit than a Porsche 911 GT3, according to VW, but used a quarter of the energy. The ID.R produced 9.2 percent of the energy it needed for the lap through recovery.


So a whole leafs worth of kwh in 6 mins! Impressive!"
2177,1,2017-08-02,"...

I did notice this other post last night; especially concerning petrol and electric ranges within a more feature laden version of the Car-net app.
Hey ho; that's what I get for being an early adopter!
3 years before either an up to date VW or a Tesla!"
813,1,2019-11-21,"Come on vw hurry up and make it. 
Seriously we need to change our 12 plate Octavia estate in the next year or so."
2017,1,2017-09-08,"...

I'm lucky then, as my local VW dealer in Bedford has been pretty good regarding servicing of my GTE."
133,1,2021-12-19,"One of my brothers is a gas engineer, he drives everywhere with a lead foot between jobs.

The thought of using an electric van fills him with horror, especially one that would be 50 miles between charges driven like he does.

The AC charging speed issue sounds like it will be solved by supply of the correct 32A charge cable. The supplying dealership should be able to sort this for anybody who is using a 20A cable.

It’s basically an e-Golf battery and drive train in these isn’t it, they should be pretty bullet proof.

Whilst this thread has lots of disappointed new owners in it, given that in the cold and with less than careful driving (eg high speed) my old e-Golf would be low on charge around 110 miles, I’m not surprised that a much bigger and heavier van could be half that.

It seems that the e-transporter is aimed at folks requiring a van for deliveries/multiple drops in a big city, where speeds are low and distances covered not that high.

I would be speaking to the supplying dealers and asking if they’ve really sold you something suitable for your requirements and were truthful in all their promises."
1757,1,2018-04-24,"I got one plugged into our ICE Up! when it went in for a service. I haven't registered it with the app yet. They also gave me one for my eGolf which I haven't got round to plugging in yet...

I think your title demonstrates VW's lack of joined-up thinking with their apps. The MyVW app was developed from the MyVW website function I designed (somewhat changed since) and I was also involved in user-testing it. However like many aspects of VW UK it was a thankless task trying to persuade anyone to consider co-ordinating with CarNet, which was developed in Germany. VW Connect meanwhile postdates my departure, but they really need to apply some co-ordinated strategy at some point..."
766,1,2020-05-17,"I'm another GTE owner. Although mine has been faultless for 3 years, I still consider it a serious reliability risk. It's just so complicated. I will be buying an extended warranty next month when the basic one runs out.

First of all I cannot believe that you virtually never go outside a ten mile radius of your home. Maybe you have another car for long journeys or prefer the train.

My use is 90 percent local trips and 10 percent 200 mile ones. So it turns out that 50 percent of my mileage is in the long journeys. I avoid charging en route completely.

Then there's the fun factor. Test drive a GTE and try out GTE mode. It's impressive.

So to answer your question. Head says e Golf heart says GTE (for the moment). 

I'm waiting for the full ID 3 range to become available then I'll rethink based on the charging infrastructure."
611,1,2020-12-14,"...

It was in the context of why a PHEV can work for many, with home charging."
24,1,2023-04-06,"Hi Both,

Thanks for reading, and I've tried to be as objective as possible - I've just driven 150 miles back from Devon this morning, and apart from the assist errors popping up then disappearing (leaving me with the random lighting up of the blindspot mirror lights) then popping up again and disabling the blindspot indicators again, it was a thoroughly pleasurable drive up the M5 with the cruise control on!

@raspy thanks for your comments, and you're correct about it being an executive, rather than luxury car (I'll update my original post after this!), however the quality of some of the interior materials push it a little further, especially for a VW (in my opinion), and having sat in a colleague's much more expensive Merc just after I got it, which had a horribly plasticky cheap feeling interior, it made me feel even more happy with my choice at the time.

You're also absolutely correct in that I should've driven the car I was going to live with - I drove a Cupra Formentor hybrid, which has the updated powertrain giving a combined 240+bhp, and it was worked really well in the smaller, lighter car, I had no problems with drivability just on ICE...the only reason I didn't go for it was because the boot was tiny, and I even went back to the dealer to see if all my dive gear could fit in it, which it couldn't, so unfortunately it was out of the game.

This is the first new car I've ever had, as all my previous cars have been personal purchases of used cars, so I have driven the car I'm going to buy in the past - lesson learnt for next time!

I'm also not going to say that the problem with the assist system is a widespread problem (we know what forums are like), I just think that the dealer I used was clueless/useless - I had three different responses on each visit - firstly that they see it all the time during winter because the cars are so dirty the radar systems don't work properly so I needed to clean it more (If that's the case, the system's not fit for purpose, and I'd had 15 months of trouble-free motoring, often with the car being filthy); second visit was no fault found (even though I have photos and videos spanning a couple of months, showing the errors clearly there); and thirdly, a software update to cure it, which actually transpired to be an infotainment system update (so they lied about what they did), and then told me to contact VW UK if I wasn't happy, as that's how the assist systems work! That dealer experience compounds my feelings of disappointment, however the dealer I'm speaking to now seems to have some ideas already, and agrees that it is a problem - if it gets fixed, I'll live with it (I have no choice!), and have adjusted and adapted my driving style to accommodate it's limitations, so it's OK.

@urpert , I really appreciate your comments regarding the Superb, as after my ownership experience with the Octavia (infotainment system aside), it was probably the best car I've owned, so I specced up a nice Sportline Hybrid, but couldn't square away a more expensive monthly lease cost for a much cheaper car. It sounds like I'd have been pretty much in the same boat had I made that choice anyway.

Looking at possible options for the future, whether that been sooner rather than later, I've looked a the Outlander and RAV4, as I do want something that can haul the weight of a hybrid comfortably without having to work it, and I want 4WD, having had it with my Octavia, it does just feel a lot safer, and especially with my experience, the weight of the car, and the torque from the electric motor just cause grip to be limited!

Have a great Easter both, and thanks again for your comments,

Nick"
1548,1,2018-09-20,"...

Always a hot topic but I personally prefer it on the side. It's one of the things that's bugged me from going from an i3 to a GTE, now the charging point is at the front it makes it a pain positioning the car in the garage to leave enough space at the front to charge and enough space at the back to be able to open the boot to let the dogs in.

Oh, and this thread title will need to change at some point  I read earlier in the week that Christian Senger said it's not going to be called the Neo by the time it's launched."
364,1,2022-04-28,"From the above article ""Volkswagen’s innovative Flexpole 150kW charging units, each of which feature two charge points, have an integrated battery storage system, overcoming one of the biggest obstacles to the rapid roll-out of fast charging infrastructure in Europe today – the need for high-powered grid connections. The Flexpole units can be directly connected to a low voltage gridwhich removes the requirement for a dedicated substation and costly construction work, significantly reducing installation times while still providing fast charging speeds of up to 150kW02, enough to deliver up to 160km of driving in as little as 10 minutes, depending on the model of electric vehicle."""
683,1,2019-11-16,"Fully understand this - it has put me off considering the ID3. In my view this stuff has to work; if I'm charging at a public rapid then I don't want to sit in car monitoring charge. I want to sit in a shop with coffee, monitoring remotely so I'm not over-staying when I hit 80% or so. I know it's maybe less important in a PHEV - I never publically charge the GTE - but it should still work! If I owned the car rather than lease I doubt I'd subscribe to Carnet. I don't understand how they're unable to do this reliably, the technology already exists as has been discussed in other threads."
1745,2,2018-05-05,"FWIW this is what he said [translated - it was in German] at the AGM:-

With our new positioning and structure, we have laid a foundation that will enable the Group and its brands to tackle the ongoing technological revolution. E-mobility is coming: it's the engine of the future. And Volkswagen will be at the forefront of this work – as the automaker that takes the electric car out of its niche and introduces it to the mass market. Our “Roadmap E” is the most ambitious electrification initiative our industry has ever seen: depending on market development, our Group aims to manufacture and sell up to 3 million all-electric cars per year by 2025. At that time, we will offer our customers more than 80 new electric models, including around 50 all-electric vehicles. This year, the eight battery electric cars and plug-in hybrids we already have in our portfolio will be supplemented by ten additional models. The next highlight will begin rolling off the assembly line at the end of August: the Audi e-tron. The first premium electric car from our Group will set standards – and demonstrate just how fascinating electric mobility is. This also holds true for the Porsche Mission E and the Volkswagen I.D. family that will be produced in Germany, respectively, starting in 2019. By 2020, we will offer our customers more than 25 new electric models and more than 20 plug-in hybrids. In just a few years’ time, then, across all brands and regions we aim to put the world’s largest fleet of electric vehicles on the road. This includes our commitment to help expand the necessary charging infrastructure, for instance through the IONITY joint venture, which is setting up 400 fast-charging stations along major routes across Europe. Our commitment to systematically prepare our plants for the age of electromobility – particularly here in Germany. And our commitment to gain the necessary know-how for cell technology in our Center of Excellence in Salzgitter. At the same time, we will secure the battery capacity we will need for our electric fleet. By 2025, we estimate that we will require 150 GWh per year. This will amount to a purchasing volume about 50 billion euros during this period, just for our volume Page 12 models based on the Modular Electrification Toolkit, or MEB. To date, the contracts awarded to suppliers have a volume of some €40 billion. As an aside, these figures clearly indicate that the industrial alliance needs to make a united effort to reopen an intensive dialog on setting up battery cell manufacturing capabilities in Europe. We are moving full steam ahead on the other major future trends as well. By the end of 2022, we will have invested more than €34 billion: in electromobility, autonomous driving, new mobility services and the digitalization of our products and the entire company. In the coming years, our joint ventures in China will take up an additional €15 billion for these technologies.

.. maybe I am being too cynical? I wonder what time-scales and performance opt-outs exist in those contracts, assuming they are more than VWBS."
1225,2,2018-12-24,"...

Is the M3 really in the luxury segment in terms of interior quality? I don't think it is head to head model wise but it is the consequences that mean VAG need to stop Tesla getting a strong position in Europe with the Model 3 because that helps provides Tesla with the funds to produce a Model Y which could really challenge the Golf sized segment. So they need a car to compete with a base model 3. OK no frunk in the Neo which I don't think is a huge deal breaker but it is a hatch back. That is key for sales in Europe. Getting a C segment sized interior into a B segment car by nor having a frunk and moving the A/C forward etc etc is IMHO a total sales winner in Europe. More space inside a car is a key luxury feature. 

The winner in terms of company survival is the one who gets to BEV volume sales first and gets the economy of scale so that they can price compete and still turn a fair profit. There is a bigger unit market to be had with B segment external sized cars. Model 3 production has ramped up quicker than the rest of the industry thought it would so VAG are now quickly trying to catch up. VAG know they can do quality but their unit margins are very slim compared the competition because of high labour costs so they have to have volume. 

Yes, the Koreans must have them very worried too but VAG should be able to trade on better quality to get sales for sometime yet and the Koreans have yet to produce a platform that will allow C segment interior in a B segment car. Look how many have declined the otherwise excellent Kona because of cramped interior space. The Neo looks to me like the step change successor to the Golf (just as the Golf was to the Beetle) and that is a huge market. Now Ford need to produce an electric Fiesta real quick otherwise they are going to be history."
1486,2,2018-11-17,"...

Small in the auto maker business means niche and expensive products which are just a sideline to the main industry. Massive economy of scale is essential to be able to produce affordable, competitive, products. Telsa knows this and realised it has to grow super fast to bring significant change and started at the premium end and build a brand (badge) following as fast as possible by pouring in money and taking a very high risk approach. 

The major disappointment is that BEVs don't directly replace ICEs because of cost, availability and limitations. It will be a two step transition for the majority, hybrids will mainly replace ICEs and BEVs will replace hybrids. Only non-legacy car makers like Tesla can afford the risk to step directly to BEVs. For the others Hybrids seems the only way to get past the catch 22 of BEVs only being affordable when they are sold in quantity and not selling in quantity because they are not affordable. A mild/weak hybrid means weak sales. A really capable hybrid can be a different story. 

Nissan now have two E-Power models on sale in Japan and sales of both are extremely strong despite the platforms being old with declining sales in ICE form. 

VAG are at the very high risk end since they have such narrow margins due to very high production costs that they are over-exposed to being critically dependent on volume of sales."
1922,2,2017-02-09,"I will be very interested to see how this turns out. I will want to replace the family MPV (Ford S-max) with a PHEV or BEV. Choice is very limited, and very much at the premium end of the market.
My shortlist includes the following but I was hoping an alternative would be available before I want to change as I personally prefer the practicality and efficiency of an MPV to the large ineffecient wheels of SUVs currently in fashion:
- Tesla Model X - space more limited than I would ideally like and will need to wait for second hand price to become reasonable
- Volvo XC-90 T8 - space is good, but it really isn't that efficient given its bulk and shape even though it is a PHEV.

I have considered these other cars not already mentioned:
The Prius Plus is not a PHEV and too small anyway.
BMW 225xe is nice but too small as well.
Range Rover Sport hybrid is pricey and not as good as the Volvo.
BMW X5 x-drive40e and Audi Q7 e-tron are both limited to 5 seats.

It would be nice if Chrysler brought their Pacifica Hybrid to Europe. It is a pity Ford or VW are not putting their hybrid tech into MPVs/SUVs of a decent size. Fords MPVs are on the same platforms as the Mondeo which has a hybrid. And VW's MQB platform which includes their GTE models also includes the Touran.

The next few years should be interesting to see what gets designed and offered. The Audi Q6 BEV looks interesting but is likely to be too pricey for the masses."
2575,2,2016-01-08,"Surprising as it may seem, diesel is not that much more economical in this sort of scenario. Diesels have great off-load efficiency and petrols don't. This is what makes diesels great during the cold start-up cycle and pottering around town. Even an efficient 1.6 litre petrol will probably only do 20mpg over the first 2 or 3 miles at low loads in urban streets, but a diesel may already be delivering over 50 odd.

But PHEVs don't run their engines off load, that's exactly what makes a hybrid more efficient. Now, I'm not saying a diesel powered PHEV would not deliver better mpg, but it wouldn't be that much better. Say 5 to 10%. Dilute that down by the ratio of EV versus ICE driving you might do, say 50%, and you're looking at an overall improvement of 3 to 5% in fuel consumption. Translate that into a 60ish mpg overall for 15k miles a year (say) and that's around £40 in fuel. Now figure the diesel engine plus associated exhaust parts will cost an extra £700~£1,000 or so, where's the cost advantage in having a diesel? The mpg figures might look better, but it doesn't translate into a real gain, either in cost, exhaust quality, ride/NVH quality, repair and maintainability, recyclability. In fact, once you can run a petrol engine at pretty much full load all the time, diesels offer very little benefit. Peugeot have tried a hybrid diesel in their 308 and 508 and they don't really add much real-world benefit. They've dropped the diesel hybrid from their future range now. 

Does that cover it?"
2509,2,2016-09-19,"Blinging it up with gimmicks would be a bad way to go for VW, in my view. Firstly because VWs image has always been that of ""sensible, reliable, conservative"" cars. Not inspiring, but sell in droves to people who want understated cars with a reputation of reliability and consistent quality - the reality doesn't matter, that's what the buyers want, and feel they can get.

Many of the people who buy VWs probably aren't interested in the hi-tech futurism of EVs, but rather in the bottom line savings on maintenance and fuel - and would feel most comfortable with EVs that look and feel familiar - much like the current E-Golf/E-up. 

Go for a new platform, make the most of the space and go for a skateboard design (flat tray base built around the battery), shorten the bonnet as much as you can with conventional styling, push the cabin forward, and sling the motor itself on the rear axle to give RWD and super-tight turning circle. Hey presto, small car, big battery, lots of cabin space and way better handling and manoeuvrability than an ICE, and almost as clean as those squeaky clean diesels and bluemotion things. What more does the European market want than that? Oh, yeah, make the damn thing affordable. Anyone who can sell an electric car for under £500 per kw/h is going to be popular. If the yanks can at GM can do it, how hard can it be? Sure it'll steal some of your ICE profits, but guess what? Sooner or later you are going to have to go electric anyway. Might as well make a virtue out of necessity."
1281,2,2018-12-27,"...


While it sounds like a valid strategy and certainly works well for hybrids, i'm just not sure if they will be able to compete with the prices on their BEV offerings. A big advantage of a pure EV platform, is that the complexity goes down considerably, which reduces the production costs. VW is estimating that the production cost from the ID is 35% lower than the e-Golf. The downside is, that you need to produce alot of cars to make it a worthwhile investment. They are loosing the scale advantages from using the MQB parts and developments though. Which is why VW NEEDS to produce alot of MEB cars to make it profitable. Which is certainly a good motivator.

Only time will tell, which strategy will give us more affordable products though and there are definitely interesting times ahead.

And about VW's strategy ""so far"": The E-Golf was always just a compliance car and a way to get some experience with EVs. But those experiences certainly helped them with the MEB. 
But it was not produced in high enough numbers for salespeople to actually sell it. So i'm not sure if you can really compare the situation from the E-Golf era with what they have planned for the MEB. They likely even lost money with every E-Golf sold..

And VW might be late a bit late with EVs in China. But their new MEB Factory (SAIC-VW Jointventure) will also start production in early 2020 and help with scale."
1314,2,2018-12-28,"Another consideration here is the amount of debt associated to vehicles leases and who owns that debt. If the markets does begin to pivot towards EV's that might lead to that debt exceeding the value of the underlying asset and hence the owner of that debt becoming liable for losses. I've looked but not been able to find any Research (in work) on that but I'm sure that is a sizeable chunk of money and larger than it was say 10 years ago 

Then you have the prospect of Trump's tariff's on imports (German manufacturers pointing out their existing and planned investments in the US) and the potential impact on sales. 

Potential for slow down in China - key market for many especially the German manufacturers and others 

Real Driving Emissions legislation - Additional legislation on top of WLTP

Brexit - We're still an important market for the German manufacturers and the uncertainty may well inhibit people from committing to a purchase

All or some these factors could influence the shape of the market in the next few years and manufacturers ability to develop and release products. The vast majority of people on this forum are interested in the progression of EV's. But that's not representative of the market, people want something that just works. If (and I appreciate the cynicism around VW) they are to be believed this could be that product, which is why I hope they are not exaggerating and why I hope that drags the others with them. You can't help but feel they have all been resisting the transition and trying to manage it on their terms but as they say, when the tide goes out you'll see whose been swimming without anything on. Watch them move when it's that or go out of business, I wonder if for some of them it's already too late ?

EU rules on state aid anyone ?"
2072,2,2017-09-21,"If you already hate VW and everything they stand for, then this article is just what you need to justify your stance. 

If you're being a bit more objective, then I think the article is what it is, i.e. honest. 

The uncomfortable truth for some is that we need the ICE (and that includes diesel) for the next 10 or 15 years at least, as we simply can't flick a switch and move over wholesale to electric vehicles, even if we all wanted to. 

Euro VI compliant diesels have similar emissions levels as the latest petrols, and the trick for governments and automakers is to not throw the baby out with the bath water. There is no reason why internal combustion engines can't become even cleaner than they are now, as we transition in a controlled manner to a more sustainable model. Part of that transition will likely include pushing the worst polluting vehicles off the road with taxes or incentives. 

As for the Tesla comparison thing, he's right isn't he? Tesla are not yet a direct competitor to VW in either size, financials or product range. And yes, I'm aware that part of that assertion is that VW don't really have anything to compete with the Model S/X/3 either. 

The bottom line is, car makers will build products that customers want to buy and can afford, I don't necessarily think it's down to them to be a moral compass. But, if they've any sense they'll be 'listening to the river' and monitoring what governments around the world are saying, and more importantly actually doing, around driving the car buying behaviour of its citizens."
2271,2,2015-09-23,"...

Why would they discount? Given the blind brand loyalty exhibited by many, one would suspect the most expedient course of action to be an increase in prices. The ""I must have a Golf"" person will still insist on their Golf; if you can screw an extra £500 out of them then it will go a long way towards paying any fines. If you pop over to pistonheads or similar motoring forums you can see the VAG-loyalists blaming US protectionism (probably some truth in that) and the VAG-haters crowing over the ""victory"" (probably short-sighted given the vulnerability of other manufacturers - ever seen the GM gear-lock fudge?).

Now, VW have 3.5 million sales in Europe each year. Most of those made ""because it's a VW/Audi"" not on the basis of any objective decision making. Add £500 to each car and you have made £175 million towards the fine without making any effort at all. 

Announce closure of your US sales operation and indicate you will also be closing your US factory (the one that makes Passats) and you can start negotiating down the US fine/penance.

Seems like the easiest approach to damage limitation to me. They are lucky to be in the position of not having to match market prices in a large portion of their customer base - an Apple-like approach to pricing is possible."
1222,2,2018-12-24,"Looks like it will go head to head with the LEAF. For the money it will be VAG build quality verses Nissan added driving technology. Having had a LEAF I can see Nissan forced into competing on price with the basic spec LEAF model i.e. minus the nice to have driving tech that is irrelevant for popping out to the shops and taking the kids to school. But a killer feature in favour of the I.D. Neo might be if the LEAF does not have the space or the structural strength to cope with a greater than 64 kWh battery. The LEAF is going to lose to the Neo on looks as I don't think the LEAF wheel arches could take such big wheels that help disguise how tall BEVs are that are constrained in width. For the more technically aware quality of the TMS and rate of battery decay may be a deciding factor. 

If VAG are going to produce a BEV near £20K I suspect it will be based on the E-Up. The Neo looks like £25k to just under £40k. Looks like the battery options on the Neo are there to help defeat the Model 3 on price across the whole Model 3 line-up."
1621,2,2018-10-22,"...

We come back to suspension design again. 

2013 Lexus GS 350 F Sport Suspension Walkaround on Edmunds.com

Also watch Fifth Gear's ""review"" of the GS450h, where Jason Plato and Tiff Needell are (pointlessly) trying to get the GS to drift. They actually find that even without traction control on the suspension setup (as described in the above edmunds article) is designed toward understeer (by mounting the front tie rods ahead of the steering axis). Eventually by being very silly with the car (with traction off) they finally got the tail out and spun it rather than drifted it - the point being that if you deliberately upset the weight balance of a car you can make the back come around and swap ends, regardless of whether it is FWD or RWD. 

The real reason that EVs will return en-masse to RWD is the exact same reason that ICE cars went FWD - packaging. Once EVs are being built on EV-specific production lines (like Teslas) then the packaging benefits of a small motor in the rear subframe are every bit as strong as those for having the ICE stack in the front with no propshaft, diff, etc. 

They will not be oversteer monsters because they are RWD. 

BMW have played a terrible trick on people over the years - ""Perfect 50:50 weight distribution"", RWD and cars prone to oversteer. Oversteer appeals to a certain segment of the automotive market (think JC smoking the tyres in a drift while yelling ""Power!"") and that segment is in BMW's core brand territory. However, BMW's ""perfect 50:50 weight distribution"" is anything but. What they actually do is build a regular car with a longitudinal engine and gearbox, so the weight distribution is about 55:45 (and better than say my V70 with a transverse engine ahead of the front axle), but then they ""even it out"" by sticking some heavy things like the battery out at the back end of the boot. By moving it as far outside of the wheelbase as possible it has a big impact on the weight distribution, and they bring the weight distribution to 50:50 that way. 

However, while that's fine and true statically, dynamically it is not. The moment you try to change direction the back end wants to carry on going in the direction it was because there's a big chunk of weight behind the rear axle - it immediately tries to pull the car into oversteer. Compare to a Tesla Model S (48:52) where the weight is very much within the wheelbase and you'll find it much more neutral. 

As a very simple experiment on this concept, take a cocktail stick and stick two olives or grapes or whatever on it, one at each end. Take another cocktail stick and stick two olives in the middle. Both have 50:50 weight distribution, both are perfectly balanced statically, but dynamically they behave very differently in their polar moments (Hmmm. Must register trademark for the ""oversteer martini""). 

Ultimately... yes it is wise. The production and packaging benefits, as well as improved tyre lifetime and more predictable acceleration under EV torque, combined with safe suspension design will bring more benefits."
2097,2,2017-09-14,"+1 to @MrPaulus comment. 

Ford in europe is also weirdly behind, considering what has been sold in the NorthAmericas market for a couple of years now. Many Prius style mild hybrid in several car types, a plugin CMax ? etc. But not in Europe.
( was a 225XE rival years before the 225XE came out .... Fords' webpage says ""up to 20EV miles"" ) 
2017 Ford® C-MAX Energi Titanium Plug-In Hybrid | Model Highlights | Ford.com 

Also Pug does have some mild hybrid cars, and Citroen but not seeing BEV/PHEV coming to be buyable in the next 2 years. ( bar the rival to the eUp thing but not sure if that's still on sale ? ) 

Audi has mild hybrids and the A3/Q7 eTron, but no noise from them about buyable other PHEV/BEV by 2019 ? 

As for the Volt not happening, yes indeed major major mistake in my view. 

Here's another: Fiat ... why not bring the 500e to Europe, or is it just for the California market ? 
""up to 84 miles""  2017 FIAT 500e - Electric Car
And, where are your PHEVS, Leaf-rivals ?? 

So back to VW then, yes a lot of Car Show hype ""prototype"" models, but also several BEV + PHEV since a couple of year, expanding now, plus others coming by 2020."
1627,2,2018-10-24,"I'll defer to your greater knowledge dbmandrake - in my case a little knowledge being a dangerous thing. 

The point stands though that weight distribution, suspension design in general (away from specifics!) and tyre balance/quality have much more to do with day-to-day handling than which wheels are driven. 

In the case of vehicles where 2WD and AWD options exist then the handling of the AWD option broadly follows that of the vehicle on which it is based - it doesn't tame the understeery nature of a very front-heavy V70 for example. 

I stand by my original point, however, is that things like the VW ID will not be an oversteery mess that wants to throw you into a hedge, and in fact will likely be more benign than FWD vehicles of similar power/torque (eg the Kona, which has some reports of significant torque-steer. No, I haven't driven it). Partly that might be achieved through stability control software, and that's fine too - it's the end result that matters."
2431,2,2016-10-18,"VW decided to standardise on two modules made up with the same cells but different sizes and then fit the different modules into the available space on the platform. The theory was that by standardising on only two modules and one type of cell they would get a much simplified logistics situation. The problem is that they've locked themselves into a cross platform option that optimises nothing apart from the logistics. It's also partly been driven by the fact that they wanted to use the same packs for HEVs and PHEVS so the individual modules needed to have a good power capability. As the article says that works for a HEV, to a more limited extent for a PHEV and not at all well for a BEV. The BEV plans were also compromised by using a platform designed to take an ICE - hence the two module sizes to fit around all those bits of the design that are utterly useless in a BEV. 

To some extent I think VW have castrated themselves by their emphasis on designing for cross platform volume, but there are some advantages in that you get economies of scale at a much lower level."
1210,2,2018-12-23,"...

I didn't know there was a comfort calculator but found one that gives the same numbers to yours here:

Wheel / Tyre Combo Calculator

I found comfort values for standard Golf sizes:

205/55 R16: 6.5 (my car and e-Golf)
225/45 R17: 4.7
225/40 R18: 2.9 (standard UK spec Golf GTE)

If this calculator is accurate even the 20 inch wheels should give greater comfort that 18 inch wheels on a Golf. And 18 inch wheels will be more comfortable than the 16 inch wheels on an e-Golf.

Range and fuel efficiency is normally better with a smaller wheel due to decreased and more centralised weight which means less power is needed to turn the wheel. Of course very light alloy rims can offset this effect.

Noise is usually lower on a tire with a larger side wall (smaller wheel diameter) due to the attenuation properties of a larger cushion of air."
2141,2,2017-08-02,"I don't think that the VW group are at any more or less risk of missing the EV boat (if it indeed comes) than any other large car manufacturer.

And, if I'm brutally honest, who cares if they do go the way of Nokia? I'd just buy something else from somebody else, I just can't get evangelical in an Apple kind of way about any particular company. If they make good products, I buy them.

The way I see it is that at the moment VW still have options, they are in rude financial health despite the dieselgate fines, and have R&D, engineering and manufacturing capacity that is the envy of other car makers. If EVs really take off globally, then they can join the party. If they don't, then they can carry on as they are.

Board members will soon come round to the CEOs thinking once sales show that EVs are bringing home the bacon.

And, not wishing to make this another Tesla vs whoever thread, shouldn't we be more worried about Tesla?

Was it Henry Ford who said the best way to make a small fortune in car manufacturing is to start with a large one...?"
2407,2,2016-11-20,"I'm amazed no one has seen through the emissions ""scandal"" so far. VW have a massive loyal customer base - a lot of whom love the TDi's. They couldn't just drop TDi's without good reason and the usual people wouldn't see new emissions regs as a decent reason since a lot of makers will continue to churn out ice's for as long as possible. 

Now VW gets to drop TDi's without too many complaints and can throw investment at ev's/phev's while selling the ice's as run out's over the next 10-15 years. The obvious side benefit being that it puts a big black cloud over diesels so hits the cheaper competition at the same time - all while giving them reason to cut staffing and resource costs. 

If anyone thinks they got caught out and it wasn't on purpose you're kidding yourselves."
2617,2,2016-01-07,"...

I think it is more like 'where it would have gone, had it been an ICE'. The Ampera/Volt could arguably have a battery pack in the 'propshaft tunnel' but there is no ICE/RWD equivalent. It's a good place to put a battery if you think about crash safety, battery heating/cooling, chassis polar moment, etc., better, in fact, than a monolithic slab in every respect except ease of manufacturing and the utility of a flat cabin floor.

I think it is also wrong to look at some cars as 'converted ICE' cars. These days, platforms are being designed for flexibility to accept all sorts of drive-trains, not only ICE. I suspect we are at a point where every chassis design team on every model now has a meeting to discuss what they need to do differently to keep open the possibility of accepting an EV drive-train in the future."
2976,2,2014-12-28,"Theres a lot to be said for using existing mass produced batteries in your design, but I guess that dangling juicy promise of a battery breakthrough just around the corner is too hard to ignore. I guess it's less of a risk as well. Look at the possible scenarios:

You make a car with existing tech and someone else has a massive breakthrough. You've spent €1bn and your car is a joke.

You make a car with existing tech and no one else has a breakthrough. You've spent €1bn and your car is the same as everyone else's, it takes you a long time to recoup your cash.

You invest in a battery startup and it pays off. You've spent €250M on the batteries, and then confident in what you've got spend a further €1bn on the car, trounce the competition and look amazing.

You invest in a battery startup and it fails. You've spent €250m, have announced no products and can say ""we don't believe the market is readys for Evs yet"" and no one bats an eyelid."
1344,2,2019-02-17,"I've only had my Leaf 2 months, my first electric car, and love it. But with all things automotive as soon as you have a new car/motorbike, you are already thinking about your next. (A man thing?) It is obvious that in 2 years time when I will be buying again, I will be able to add 100 miles to the range at no or little increased cost over the Leaf. For me this is a step change and will eliminate completely any vestige of range anxiety.
My criteria for the next car are: range per price, looks/styling, boot space and a bit of tech (the Leaf's e-pedal is great). It was going to be between the new higher range Leaf and the Kia e niro but as it looks like the Leaf will be expensive, then the Niro was the winner.
And then I saw this new car from VW. It looks fantastic to me and has shot to the top of my list.
Having said that, in this fast developing world of electric cars a lot can change in 2 years."
2288,2,2017-01-13,"...

Presumably they could meet the EU test without any unsavoury 'cheat' because the test and law is so weak (but rolled it out globally just because that's how their supplier contracts worked). US law is a totally different ballpark...

The serious bit is that it's likely no manufacturer can meet any current limits when running under any sort of normal use case. The tests aren't fit for purpose and all manufacturers are in for a massive wake up call; probably in proportion to how good their lawyers are and in VWs case, their engineers likely documented everything (in triplicate and no N word needed).

VW will be taking the hit for the fantasy that diesel can be anything 'Eco'; with Trump protecting anything Murican in his brave new world:
How Fiat Chrysler's diesel woes differ from massive VW scandal"
1244,2,2018-12-24,"For me the main criteria that I am looking for in a BEV is a car that can do above 250 miles with ease and that is fairly roomy i.e. golf size or bigger. I do not wish to spend more that 40k. Therefore I am considering both ID and M3 and also KIA Niro. They maybe in different segments but the choice is so poor at the moment that I am considering all of these for my next vehicle. I do hope that VW are being ""truthful"" this time round and that they really are planning to produce at this scale. It will be very good for competition and forcing other manufacturers to make bold decisions regarding ev production.

The other factor that many manufacturers can't ignore is the fact that the Chinese are making huge strides with EVs and will gain big market share if the current world car makers do not step up."
