,Post_Title,Author,Date,Post_Content,Comment_Number,Net_Likes,Views
153,Hold Discover power button to restart/reboot,43233,"Aug 17, 2018","Not seen it mentioned here before but occasionally Discover will have a funny moment and won't connect to Android Auto and I fixed it the other day by holding down the power button (on the entertainment dash) until the system restarted itself - if that doesn't work then restarting the phone usually fixes it.

I also noticed that if you hold the Menu button down then you get software version info.",0.0,0,902
154,Possible VW recall for EVs due to Cadmium,4218,"Aug 1, 2018","Details here:

VW may recall 124,500 electric cars due to cadmium in chargers

I suppose it depends on what they mean my ‘charger’ as it’s a bit unclear.",26.0,1,4446
155,An electric Beetle?,1016,"Nov 12, 2017","Not by any means certain as yet, but apparently if they do renew the Beetle (which I have the impression has not been hugely successful) it would apparently be most likely BEV as it would make it easy to be rear-wheel drive. 

Volkswagen Beetle set to go electric and rear-wheel drive | Autocar",4.0,1,1128
156,VW Connect,1016,"Apr 5, 2018","I have just booked our Up in for an MOT at a VW garage and they have offered to fit an OBD widget so that I can install VW Connect app. They have offered to give me one for the eGolf too.

I get the advantage from their point of view: they get precious data about our car usage and the opportunity to tell me when a service with them is due.

Has anyone else tried this service? Is it worth the bother? I presume that it does not offer the depth of information and control one can get with unofficial OBD apps",3.0,0,1848
157,Fitting a dashcam to an EV,4049,"Jan 20, 2018","Halfords won't fit a dashcam to my E-Up, because it doesn't work on electric cars. My VW garage, which is the only place I can get the car serviced, won't fit it either because its not a VW part. Anyone got any suggestions?",6.0,0,6691
158,Connection between car and car-net completely unreliable? (Dec 2017),1928,"Dec 23, 2017","I took delivery of my e-Golf last week and generally everything has been great. One thing that hasn't, has been car-net... It seems like the car is frequently not connecting to car-net which means I see stale information in the app/website and cannot start pre-heater (etc).

I've noticed in the website (but not app) you can see a timestamp of when the car last connected (the timestamp in the app is when the app last connected to the server). Pulling down and holding for 3 secs in the app (which seems to try to force an update from the car) just always times out with an error.

Yesterday I charged the car to 100%. It finished probably sometime around 1pm. I have driven the car today a couple of miles (to try and eliminate the possibility this is just bad mobile signal to the car on my drive), yet it still shows that the car is charging with 35 minutes left and a timestamp of 30 hours ago.















I've seen a few threads about this, and they all seemed to be ""temporary issues which will be fixed soon"" so I'm not sure whether this is ""just me"" or if others are still having similar issues. I've been in contact with the exec's office recently about my car, but for this they said I'll have to take it in to a dealer (which seems like it's going to be a whole lot of time off work for no progress when the nearest dealers are 25+ miles from work).",14.0,0,2347
159,Discover Pro jukebox,7968,"May 8, 2017","Hi all, I can figure out how to import CDs to the internal hard drive in my Passat Estate GTE Advance. I bought a new cd earlier, put it in the cd drive, went to sources, selected cd, went to settings, selected jukebox, then import and all the options are greyed out. 

Please can someone help me? The manual isn't clear either. 

I class myself as pretty technical but I'm stumped, other than the cd could have drm, that said my previous BMW would rip everything. 

Help!",4.0,0,5609
160,Golf Gte servicing options,67809,"Jun 3, 2018","hi, is the flexible servicing option available on the Golf GTE or is fixed interval service mandatory. I understand it has to be programmed by the dealer before delivery.",4.0,0,1603
161,Perfect kit for VW Beetle,6943,"Jul 9, 2018","This kit seems perfect for VW Beetle conversions:
96V Complete Electric Car Conversion Kit EV Conversion Highway Capable Under $3K | eBay",0.0,0,2314
162,Toyota's marketing seems to be working,16673,"Jun 28, 2018","Twice in as many weeks ,I have been asked why I did not buy a proper hybrid rather than a plug-in one which is obviously inferior as you have to go to all the hassle of plugging it in.

One person was a died-hard Prius man who is on his third Prius. He just could not understand that the energy he recovers ultimately comes from the highly taxed petrol (incidentally just link mine) and that adding lower taxed electricity would never be a benefit. Weird!",5.0,0,1086
163,VW continues to build ID brand with a Pikes Peak racing car,1016,"Mar 20, 2018","Volkswagen unveils I.D. R Pikes Peak challenger - motoring.com.au

Spec for this urgently awaited...!",7.0,1,1168
164,Connecting to mobile hotspot,59393,"May 18, 2018","Have now had my Passat GTE for a week.
Only problem I seem to be having is when the car connects to my phone's (samsung s8) hotspot. There is no internet connection. 
It seemed to be working intermittently but now just connects but if I try the car net button after a delay it comes up with no internet connection message. 
Any ideas?",3.0,0,1840
165,Shock horror: VW admits emission problems.,8302,"Jun 6, 2018","VW can't cope with new emissions tests

Interesting article saying that VW is going to temporarily cut car production because of problems over emissions. Wonder how it will affect those still waiting for their orders?",12.0,2,1241
166,MIB2 retrofit and Car-Net working?,5877,"Jun 7, 2018","Hi guys!

Anyone on here done the MIB2 retrofit in their e-golf or golfs?

If so, do you use car-net? AND does it work after retrofitting? Is anything else missing?",0.0,0,1334
167,VW agrees $48billion battery supply.,759,"May 5, 2018","


A few hours after Elon Musk berated analysts for what he perceived as unimaginative questions, Volkswagen AG said it was writing a check for batteries that almost match Tesla’s entire market value.

Click to expand...

VW Just Ordered $48 Billion in Electric Car Batteries. That's About What Tesla Is Worth Right Now",14.0,1,1524
168,Just being polite,63105,"Apr 30, 2018","So as a former classic Alfa Romeo owner (six in total) I have got used to flashing my lights and giving a cheery smile to fellow owners.

Now I have joined the world of EV I'm wondering a) if this is still the done thing and b) should I forego the flashing of lights and just wave so as to not impact my range?",5.0,1,1008
169,"VW Connect App ( not CarNet, not My VW )",3237,"Apr 24, 2018","So, there's an app which according to the website: 
Volkswagen Connect opens new possibilities for you and your car. Would it not be great if you find out where your car was parked yesterday via your smartphone, how efficient your driving style is, how often you have already refuelled this month and when the next service appointment should be?

This isn't CarNet/eRemote, it's the one that needs a dealer-supplied-for-free dongle that plugs in to your car and I assume bluetooths to the app on your smart device. 

Recently at a service I asked for it, and was told it needed to be coded to the car, and that they would sort out whilst they had the car in. 
On pick up, I was told it was not compatible with my car ( 16 plate Golf GTE ) and so would not be given. 

Q: Does anyone with an eUp/eGolf have one ? 
Q: Does anyone with a GTE Golf or Passat have one ? 

Does it tell you anything EV related, or just stuff a ""normal"" VW owner would get ? 

If there's no EV items, then I'll not bother trying to get one, but it seems my dealer told me duff info as several people have commented their car came with the dongle. 
(Unless it only works on v2 eGolfs, or Advance model GTEs )",3.0,0,2453
170,Volkswagen halts orders of its second electrified car this year,1439,"Apr 19, 2018","https://uk.news.yahoo.com/volkswagen-halts-orders-second-electrified-114354824.html

VW's BS on its EV credentials is getting a bit tedious when it keeps on, again and again, showing virtually zero commitment.",27.0,0,3064
171,Reason enough to buy an eGolf or a Golf GTE,1016,"Apr 15, 2018","Which other EVs fit Autonomous Emergency Braking as standard?

'The most significant development since the safety belt'",5.0,1,1835
172,Pre-heating smugness,23249,"Feb 26, 2018",Enjoy your warm and frost / snow free cars this week everyone as you watch your neighbours battling the elements in the morning ,20.0,3,5419
173,Car-Net availability,54313,"Feb 4, 2018","Hi,

I recently purchased a new Golf GTE. My experience with Car-Net so far i catastrophic. I've been in touch with Car-Net support here in Sweden and they confirm the issues I'm experiencing. They also informed that VW are aware of the issues and are working on a new platform? Does anyone have more information on the topic?

I've narrowed my problems to connection from the car. Volkswagen use Vodaphone data-sims for the data connection (according to Car-Net support). Vodaphone coverage where I live is good. The only conclusion I have is that my problems are random. Parked at my office I experience random connection problems. Somedays it works 8/10, somedays 1/10 or even worse not at all.

Has anyone dug even deeper in this issue? Reading forum topics my conclusion is that other users have similar problems. What do do?",19.0,0,2038
174,VW ID starts production in November 2019,4218,"Jan 24, 2018","With an electric motor providing it with 168bhp, the ID is claimed to boast a range of between 249 and 373 miles, easily eclipsing the 186-mile range of the facelifted version of the e-Golf. 

Volkswagen ID hatchback production to start in November 2019 | Autocar

I’m not sure if the brand has changed from I.D. to ID or if Autocar are being lazy.",20.0,1,2872
175,VW ID Buzz Fully Charged review,8302,"Feb 20, 2018","Nice!





",17.0,2,3030
176,Tiguan GTE,5271,"Mar 9, 2018","A Tiguan PHEV, a.k.a GTE, has been spied undergoing cold weather testing. The under bumper lights and charging flap to the left of the VW badge makes it look like a grown-up Passat GTE. In one picture, the car is also flanked by a pair of Golf GTEs.

https://www.carscoops.com/2018/03/vw-tiguan-gte-scooped-plenty-plug-hybrid-badging",0.0,1,1592
177,No connection between E-golf and Server,58113,"Mar 4, 2018","Dear participants,

Recently, I became the proud owner of a brand new E-golf. Together with a guy from the local dealer, we installed the car-net app. The first days, it all worked pretty OK, but as of last Friday, the car lost its connection to the server. I noticed this by looking at the top of the infotainment screen, where the WAN-icon isn't showing a pin any more. I live in Amsterdam (The Netherlands), where connectivity is pretty decent, so that should not be the problem. 

Does anyone know how to fix this issue?

Thanks in advance!",6.0,0,3315
178,Charge flap with heavy snow,16673,"Feb 27, 2018","i’m wondering if it is prudent to close the charge flap and keep it closed when heavy snow is due.

Snow tends to get everywhere and I can envisage the whole charge recess could fill with snow which would be difficult to remove, trap moisture in with the socket, freeze shut, jam the unlock mechanism or even freeze the plug into the car solid.",6.0,0,1520
179,Vw basterds,24753,"Jan 28, 2018","



",14.0,0,2085
180,Seat BEV .... Leon sized .... 2 models,3237,"Feb 1, 2018","So .. Seat copying, within the VAG group, the VW I.D. ??
2 models, same as the recent I.D. news ?

What would be the differences ? 
Or is it the same as the Leon vs Golf right now ?

My hunch would be that the Leon based BEV ought to be cheaper than the I.D.

# Source: Autoexpress printed magazine, can't find an online url for the item....yet...",2.0,0,917
181,Vw golf gte build week?,47953,"Dec 29, 2017","Hello there, so my Rolec charger is keen to trot. My vw golf gte Issac blue with pan roof was ordered 18/11/2017, vw online chat have advised build week 22, is this literally mid may 2018? Was informed by dealer in Dundee would be march/April? 

Hope you all had a good Christmas.",6.0,0,2183
182,Car-Net registration issues,50273,"Jan 16, 2018","Has anyone else had any issues registering a GTE on Car-Net?

I'm using the iOS app. I get as far as it recognising my car, and asking for the mileage (in km), but then get an error message - ""Car-Net account configuration incorrect"".",15.0,0,6113
183,XL-1 for sale on autotrader,38417,"Jan 16, 2018","Never seen one of these before in the U.K, might pop over and have a look at it if I am over in the area soon.







",2.0,3,1137
184,New VW MPV(and platform),8400,"Feb 9, 2017","BUDD-e MPV concept is the first to use Volkswagen's all-new electric-car platform | This is Money

Yes! although its actully a ""platform"" announcement
Apparently they will likely build other cars on it before the BUDD-e(what is it with the rubbish names)

The choice off MPVs currently are 
Outlander(not really an MPV)
e-NV200(a literal not very mini VAN)

and... oh thats it!

Im really suprised that after seeing the success off the Outlander(which is delayed into the US due to continued European success) other manufacturers are not jumping on to the MPV platform, VW should be jumping on this as a primary(I can understand the egolf, its a conversion)

What interesting is that this is FLAT, meaning you could prob build an old stlyle campervan on top off the chassis at very little extra cost.",10.0,0,2525
185,Time for a DoubleTimer?,3237,"Dec 12, 2017","What do you set your preheat car temperature to? Mine is 24 but it didn't quite clear the frost in time this morning. 

Thinking of 2 timers when there is a hard frost due, one for about an hour before I want to go, and the second for the actual time I want to leave. 

Then the heat from the first keeps the interior temp up a bit for when the second kicks in and hopefully does the proper job in fully clearing the windscreen and maybe some of the rear side windows unstick enough for the motors to lower them. 

Thoughts? ( apart from #FirstWorldProblems #LazyGitScrap'Em",0.0,1,743
186,IOS Car-Net App updated,16673,"Nov 10, 2017","Definitely a step in the right direction for me.

The sidebar is a little large but I did request that earlier and it does show all the fields you need. Glad to see the stupid buttons on buttons have gone.

Love the fact the car properties panel shows the right colour for my car, nice attention to detail although the aerial view is still silver and has a piddly sunroof.

Love the new departure time icon which shows the next active departure time.

They have moved a few things around to associate thing better with the car to allow multiple car's to be managed easier. There is now a new destination memory section.

Just the external temperature missing, they could have squeezed that on. Perhaps next time.

Good effort VW!",12.0,1,2242
187,"VW UK Sales Plunge by 20% following ""dieselgate""",457,"Dec 4, 2015","Volkswagen UK car sales plunge 20pc in the wake of 'dieselgate' whereas overall the market increased sales by 3.8%

This is following an even greater fall in US sales.

Bargains in the New Year I suspect across the VW range (already seeing falling prices for GTE and Golf EVs via carwow, Drive The Deal etc.)",21.0,0,3186
188,Apple Carplay / Android Auto with Active Info Display,23249,"May 30, 2017","As I can't find the answer on Google I thought I would ask here! To all you new Passat and probably still limited Mk 7.5 Golf owners, do you know how integrated Apple Car Play (or Android, though I have an iPhone) is with the active info display?

I've seen videos and images of music, phone etc. being displayed in the Active Info Display but only when using Bluetooth and the media / phone functions on the MIB. Do you get the same types of displays in the dashboard when using Carplay - e.g. album cover art, phone numbers you are calling etc.",5.0,0,9185
189,New 2018 VW maps available,4349,"Nov 28, 2017",New 2018 VW maps are now available on DiscoverCare app.,0.0,3,1368
190,Groan on steering full lock in Golfs,1016,"Nov 1, 2017","This message is for eGolf and Golf GTE owners, although it may apply to other VW owners too.

Ever since we have had the car we have noticed a slight groaning coming from the front of the car on full lock when turning right at low speeds. It's not always there and sadly I have found it hard to replicate it while test driving it in the presence of a servicing engineer. It has never struck us as particularly serious and has not got any worse in the last two years. Nevertheless I thought I would ask the garage to look at at it on the final warranty inspection; however they could not find anything at all wrong with the car.

I have googled this and found quite a few owners of Golfs going back to the Mk IV complaining about this, but all without exception shared my experience that no-one could find any thing wrong with the car to explain it. Some people said it got better after replacing the bushes on the front anti-roll bar, but this seemed to have been illusory.

The one thing that seems to be closest to consensus on this is that it is just the sound the power steering makes when under load - that would certainly square with kt being more noticeable in heavier Golfs like mine.

Has anyone else noticed this and come to any alternative conclusions? Funnily enough I see that there are mentions of possibly similar symptoms coming from the power steering in a Tesla Model S.",8.0,0,7304
191,Car-Net down?,16673,"Oct 4, 2017",Is it just my car or is Car-Net comprehensively broken with no recent updates via either the app or the web portal?,13.0,0,1844
192,Charging at Dealers,41977,"Oct 23, 2017","My Golf GTE is currently on order,(not got a date yet) and wondering about charging up when away from home.
I going to meetings in two towns, once or twice a month, roughly 60 -75 miles away from home, at each office location there is a VW dealer within a one/two hundred metres. Can park the car at the dealers and charge it up? Are the dealers in some network that I need a prepaid card for?

I had approach each dealer for a quote for the new car, but got a better deal elsewhere so they know me and might be upset I'm charging my car on their forecourt when I didn't buy from them.",6.0,0,1603
193,New VW Electrics do not have Battery Capacity Warranty?,759,"Sep 20, 2016","I was always under the impression there was a capacity warranty on the eGolf and e-Up! Perusing the VW site today, it looks like its not warrantied for capacity at all instead:




8 Year High Voltage Battery Warranty

A guarantee for eight years or 99,360 miles (160,000 km) whichever comes first, on all material or manufacturing defects.
Gradual reduction in battery capacity over time is integral to the nature of the component, and does not represent a defect under the terms of this guarantee, as long as the reduction in capacity is not in excess of the value specified for this vehicle in the owner's manual.
The guarantee on high voltage batteries does not apply if the defect has been caused by the battery not being used, handled or maintained as described in the owner's manual. This applies in particular to charging the battery. 
With the exception of the warranty term, all warranty conditions stipulated by the Volkswagen Retailer selling the vehicle (pre-requisites, criteria for freedom from defects, exclusions, settlement of claims, entry into force and start of extended warranty term, scope of application etc.) Also apply to the high voltage battery.


Click to expand...

@Tim Ostler Is this new or is my memory broken?",15.0,0,5909
194,Which VW dealer?,8302,"Sep 3, 2017","Hi
My first post. I've been thinking of buying an ev for ages and as I have an old skoda diesel i am tempted by the VW scrappage deal. I live in Kendal but would be prepared to travel anywhere in the UK to get the cheapest deal from a VW dealer. Does anyone have any recommendations please about any dealers who they think will be particularly competitive for ordering a new egolf ? 

Sent from my A0001 using Tapatalk",37.0,0,3424
195,Car-Net Mpg / Mi-Kwh Data available? POLL - (pls vote!),8111,"Aug 17, 2017","JUST ADDED A QUICK POLL .. please please tick the box. Thx 

-----------------------------------------------------------------
Anyone tried to export your excel data in the wonderful Car-Net Web app recently?

Seems like someone at VW has tidied the XLS sheet up a little, but a bit pointless without the MPG and Kwh/100km data!! 

Apart from the E-Golf, E-Up drivers, has any of the new GTE cars got any other data in the 3 rightmost columns?






",10.0,3,1960
196,Car.net subscription,1016,"Sep 25, 2017",My eGolf is now over three years old and I have still not been asked to renew my Car.net subscription. Do you think I have slipped through the (er...) net somehow? What are other people’s experiences?,7.0,0,4411
197,"The VW ""EV future"" has the curtain pulled back",71,"Sep 17, 2017","VW says Tesla isn't a threat, will forge ahead with diesel development",9.0,0,1326
198,Climate controls - maddening reset,2516,"Sep 17, 2017","Hello;

I have a new model or 2nd generation e-UP and I wanted to see if other VW models have the same issues I am experiencing. When the car is started, after about 15min at rest, the climate controls revert to 22c and sometimes Auto, sometimes with A/C and other times with heat on. Since I live in the south of France, the cabin can get hot, and the A/C I guess, is being triggered. 

I have not found any way to keep the controls in ""manual"" mode. I do not have the drive on Eco or Eco+ and drive always in ""normal mode"". So, I am confused as to why the fan controls never stay ""fixed"" in a manual position. 

Besides the frustration of having to reset the climate control overtime I enter the car, it is bizarre that manual is behaving like ""auto mode"". The main killer to me is I do not want the A/C on, and many times other people driving the car do not have the habit of shutting of the A/C no matter the temp outside. The only thing I can think if is to pull the fuse for the A/C or maybe there is a software support ""desk"" someplace in ""VW land"" I could write to. Or.....if anyone knows of a combination or trick to keep the console in manual mode I would love to hear it.",2.0,0,893
199,Volkswagen plans electric option for all models by 2030,33177,"Sep 11, 2017","Volkswagen plans electric option for all models by 2030
VW plans electric option for all models",30.0,1,2364
200,GTE public charging whilst travelling the UK,30697,"Aug 31, 2017","I have a sneaking suspicion that charging a GTE whilst travelling the UK will be a fruitless task unless the charger is convenient to my journeys and destinations, timely with my meetings and/or hotel stay or cost effective/FOC. That said I have signed up to Polar (apparently I can use CYC as well), NewMotion and Source London. Is there any others of note? My thinking is in some cases the charger/parking space can be pre booked (Source London) and almost guarantees a parking space in key congested areas, the higher cost to charge is negated by potentilly FOC parking charges which in many cases in the big smoke can be £5 for and hour or two or £15 for 4-5 hours, or higher!! Charging and/or parking cost is all expensed to the business travel. As will fuel costs, so its swings and roundabouts of where the thravel/parking budget is spent.

Between urban areas I will likely be harvesting a few electrons whilst in hybrid or GTE mode ready for the next city. Some weeks I' could be on the road 3-4 days with no home or workplace charging.

Whilst BEV's get snooty at PHEV's in public charging spaces, which I entirely get, my retort would be every mile on E mode is a mile less C02 pumped out regardless. On some urban days, I will potentially get 100% E mode travel as long as charging, albeit at a slow rate, during the day whilst in meetings. If there were a strong spec'd Passat Estate sized BEV with 150-200 mile range for circa £40k, I'd have bought it!

Thoughts or experiences to share?",6.0,3,1955
201,New Electric camper van - 111kw battery,1512,"Jan 9, 2017","New Volkswagen Microbus concept revealed at Detroit motor show | Autocar

Yes please!",16.0,1,3075
202,On-street charging,23249,"Jul 13, 2017","To all you other VW EVers - if you are interested I have started a thread about taking part in Oxford's Go Ultra Low on-street charging trials here:

Charging with only on-street parking - Oxford Go Ultra Low Trials",0.0,1,920
203,Could VW be the next Nokia?,2505,"Aug 2, 2017","Interesting article about the push by the VW CEO to move to EVs and the current management digging in their heels.

VW CEO pushes for electric cars but faces internal backlash from leadership

It seems as if most of the organisation are hell bent of sticking with ICEs and think that EVs are merely a flash in the pan.

So will they wait until Tesla are shifting 500,000 cars a year, by which time it'll all be too late to get back any advantage?",26.0,0,2341
204,Car-Net update,4349,"May 3, 2017","Car-Net update; it's minor only; you can login using Touch ID on iOS devices; functionality makes little difference, at least after this update, the app still works.
Just wishing VW can open up the electric consumption info that gets shown in their advertising for Car-Net.",23.0,0,3291
205,Waze now available on Android Auto,5236,"Jul 28, 2017","Just wanted to flag up to people that you can now use Waze within Android Auto. This article explains:

At long last, Waze has launched for Android Auto | Trusted Reviews

I tried it yesterday and it works pretty well. I need a bit longer with it to see if I will switch over longterm. I missed the alternative routes displayed on Google Maps and there is no option to download maps over a larger area to save data. I will explore the various options over the next few weeks.",3.0,1,1491
206,Button gripe,7550,"Jul 18, 2017","This is probably applicable to all vw dsg cars in the UK......

.....You'd have thought it wouldn't be too much bother for vw to put the buttons (by the gear shift) on the right side for us right hand drive cars! They make the whole dash suitable I.e. Steering wheel etc for r/h drive cars so why not put the buttons on the r/h side of the gear shift?! 

As it is, I have 3 mode buttons hidden behind the gear shift on the 'wrong' side and 3 blank spaces on the 'right' side. How hard could it be to extend that minor detail to suit the UK driver?!

This was the same on my previous vw so I've got used to feeling my way around the buttons. But other than that, I can't really fault the passat so far.",5.0,0,1066
207,Charging question.... Amps,7550,"Jul 13, 2017","Probably specific to vw so not posted in the charging thread.....

Whilst I wait for my wall box to be installed I'm still charging via the 3 pin slow plug. I haven't got a problem with using it but my issue is that regardless of what charging current I select in the car, it will only charge at 5 amps. It says 5amps when you turn the ignition off and I have a power adapter thingy at the socket that tells how much power is being drawn and it says 5amps. This is despite having selected 10, 13 or max in the car menu system. 

Why is this?!",7.0,0,1424
208,Apple Watch Support Dropped?,5370,"Jul 13, 2017","I picked up an Apple Watch and can't get the car net app to show up at all, can anyone confirm if it's been dropped for me?",6.0,0,1347
209,Yes it's hot...but Winter AntiFrost Seals,3237,"Jul 6, 2017","Picked up mine from local VW today. 
(Leaseplan had NOT told me about them, but local dealer knew when I took it there for a nose cap replacement - I'd snapped the VW badge off) Also, thanks to this forum I'd known about them.

These are the additional rubber seals VW are giving out to stop the charge plug freezing solid onto the car charge point. 
You get 2 ( one for the granny cable plug, one for the other type2-type2 cable) 
I said I'd fit them myself, which I might regret as the instructions are very Germanic-Strict about making sure it's on right. 
Also they say they are for the Golf + Passat GTE only. Not sure why not eUp or eGolf .... 

So, if your car is over a few months old, and you haven't got them yet ..... add it to a list of things to do before winter. 
I'll try to take a picture so those unsure if their newer car cables have them, can see.",2.0,0,977
210,Car net SIM card?,7550,"Jul 3, 2017","I recently took delivery of a passat GTE and paid for the option listed as 'car-net App-connect' which was £130.

I have the basic communication and sat nav options but I was wondering whether this car-net option should've come with a SIM card for the car?

I'm fairly sure there isn't a SIM card so perhaps I needed to go for the upgraded comms pack?

So what has that £130 got me? Is it just making it possible to connect to car-net with my own data connection?

I've registered OK on car-net and it seems to access OK, although it's a bit hit or miss in terms of updating settings, turning things on/off remotely etc. How does this even work if the car is not connected to a data source? Is there a way of checking if I have a SIM card?

All seems a bit pointless if there is no SIM card as my mobile hotspot on my phone comes with me, I don't leave it in the car! Plus I need the phone to access car-net.",6.0,0,11093
211,EV Sales in Europe,23249,"Jul 2, 2017","Passat at #5, Golf GTE at 9 and E-Golf at 10

Electric Car Market Up 27% In Europe",0.0,1,819
212,New GPS map update: may 2017,7083,"Jun 22, 2017","Hi,

New map update: VW_Europe

regards,
m",2.0,3,1002
213,Disconnecting granny charger cables,26433,"Jun 14, 2017","I've had the car about 3 weeks now and absolutely love it. The car is mostly used at evenings and weekends, neither my wife nor I drive to work. So have decided that we will be home charging overnight using the granny charger.

We have a driveway with a nearby outside electric point. My plan is to buy basically what looks like a mini electric meter and house the charger in there with the connection cables coming out of the bottom of the cabinet. The cabinet would be in a location that is reasonably protected from the elements. The idea being that connecting/disconnecting the car would be as straightforward as if we had a Rolec for example.

My questions to you good people of Speakev are:

Does anybody see any safety issues with this plan?
Has anybody tried to take the cables off the granny charger? Once you undo the retaining bolt is it a simple plug/socket arrangement underneath?
Thanks for any assistance that can be offered.",14.0,0,3382
214,Carnet login issues,4349,"Jun 17, 2017","Car-net login issues; is anyone else having issues today; ios apps not accepting touch id or password, same on the web portal.",3.0,0,3858
215,2017 GTE Passat/Golf ... Certificate of Conformity,3237,"May 31, 2017","Apparently for congestion charge reductions, the gov website says: 

Petrol hybrid vehicles only
You must also submit a photocopy of the conformity certificate as provided by the vehicle dealership.

My 2016 delivered car, the dealership knew nothing about it. Maybe newer ones now come with it ? 


A friend got a Merc C350e last week, and the dealer knew about it + gave it at handover. 

Those of you who got a car in the last 6 months, did VW supply it ?",4.0,0,2661
216,Petrol tank range calculation,17961,"May 19, 2017","How do GTEs calculate the petrol tank range. It seems for me to be around 52 mpg but I'm not sure it that is a fix value or if the car is calculating a hidden average mpg value when it is in hybrid mode and using that.

Anyone know?",0.0,0,1129
217,Article on VW EV strategy,5236,"Mar 18, 2017","I came across this article and though I would share.

http://seekingalpha.com/article/4055979-volkswagen-launch-30-new-electric-cars-yes-30

It is not referenced so difficult to verify accuracy but a lot of it fits with what has been announced in the public domain.

I found this part interesting:
""Audi has already stated that it will be using MEB for its models after year 2020, and one can assume it won't be far behind the Volkswagen brand in this development, if behind at all.

Volkswagen says that the first car in the MEB series will be in the overall size of the ID concept car it showed in September 2016. It has a footprint (length/width) fairly similar to a Golf, but it's taller, and because of the height and interior packaging, it has more interior space than a Golf.

Soon thereafter, MEB versions of all conceivable body styles and sizes will follow: Sedans, crossovers, SUVs, minivans and so forth. The full roll-out of 30 models is targeted for completion by 2025.""

So there will be a bit of a wait but in 3 to 8 years there is planned to be a much wider choice of VW BEVs. Should be interesting to see what they come up with.",0.0,1,1057
218,Frozen charge connector Golf GTE,10313,"Jan 18, 2017","Hi all,

I'm a new GTE owner. I keep the car outside on the drive, plugged into my PodPoint so I can use e-manager etc.
Lots of rain the last few days - and last night a frost. The cable connector was frozen solid into the car and I couldn't remove it for ages.
This seems to defeat the object of the preheat / de-ice functions if you can't just drive away!
The angle of the port means that water will get trapped in it during wet weather. Any tips on preventing the connector from welding itself into the car with ice?
I saw one user recommend wrapping a towel around it but I'm not big on pre-planning! Is there a more elegant solution? Might WD-40 or petroleum jelly help? Other ideas?
Also seen the suggestion of a hairdryer but there must be a better way! Thanks",10.0,0,6962
219,VW Emissions Scandal,1876,"Sep 22, 2015","Wonder what the impact on their EV program will be. Either to renew efforts or get back to core business to cover the loss?

Maybe neither, just business as usual. I have had a gut feeling that the car industry was on a tipping point where they could not achieve the efficiency and environmental requirements with a conventional ICE. 

VW emissions probe spreads to Asia - BBC News",50.0,0,5971
220,Not quite charged query ? Battery not filing?,3237,"Mar 14, 2017","Putting this here as I'm hoping Passat, eGolf, eUP people may have seen it. 

On the website Carnet, when I go to eManager, when my car has finished charging, it seems not to be completely full. 
My main query is the end of the circular display --- there seems to be a small gap to then an end bar. It isn't there during charging, but appears when charging has finished. 
I add 2 pictures one is an attempt to show the actual detail. If you move the window of the browser up/down on your screen you should spot the bar better (over thinking it's a mark on your screen).
I am wondering if others, when their cars are full, also see this or not. 

fyi Climate, headlights, wing mirror heater, were set to OFF before I turned off the ignition.
The max charge slider is set to 100%, and no charger timers are active. 








Detail pic below







Thankyou in advance. I don't want to go to the hassle of booking the car in for a full charge battery test if there's no point. I did have VW test the charging, but they didn't charge it to full ( despite being asked to ...",11.0,0,1475
221,Battery,4976,"Feb 21, 2017",Anyone have any knowledge if any special treatment for the both the Hybrid and 12V battery is advised for a 4 week period of car (Passat GTE) not being used at all?,14.0,0,3089
222,Golf Citi Storm,4218,"Feb 20, 2017","I see on the SpeakEV profiles there is a VW Golf Citi Storm listed. When I Googled it it seems to be a reproduction of the Golf Mk 1 made in South Africa. As it isn't an EV as far as I can see, why is it on the list?

Just interested.",2.0,0,1186
223,"ePolo ( or Polo TSE, GTE ) - debate",3237,"Feb 16, 2017","Why isn't there an ePolo ... should there be ? 
Would a ""up to 300km"" ePolo, with 7kw +CCS, sell ? Would it be a Zoe challenger ? (vs quirky i3)

Also should the PHEV go into a toned-down Polo TSE model?
( ie GTE tech but no GTE button, less sporty look, grab sales from Auris/Yaris HSD market )",0.0,0,2076
224,Bjorn Nyland review drives the eGolf,8287,"Feb 13, 2017","I dont know if you all follow this guy, but his recent uploads of driving the egolf are quite amusing as all his offerings are
Looking forward to his review of the new one when its done.












Bri",3.0,1,1948
225,Trapped/lack of seatbelt,7968,"Feb 11, 2017","Hi all, I took receipt of my Passat Estate GTE Advance yesterday but noticed this morning that the rear passenger seatbelt doesn't have a buckle. 

Thinking that it's trapped I checked the net and found videos explaining how to remove the rear bench and assuming that is trapped and not missing entirely.

With the batteries being under the bench is this a good idea?

Has anyone else experienced this issue with their new VWs? 

Thanks in advance",3.0,0,1078
226,"Car-Net ""long term data"" resets after 99hr59m!",8111,"Feb 9, 2017","Don't know if anyone has noticed, but it's seems that the ""long term data"" kept on the car (and Car-Net) resets at 99hr59m .. WHICH IS VERY VERY ANNOYING!! 

Here's the XLS downloaded from Car-Net and it's showing that my mileage is 2707.9 but driving time appears to be 4days3hr59m  Not exactly LONG TERM .. more like ""100hrs at a time"" data!







",0.0,0,1131
